
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 51	Lines 51 Profile Sample	845	 58	51	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 51	Lines 51 Profile Sample	846.29	 58	51	0.0894	1	0.0352	Line Profile Sample
Line Profile Sample 3 for Lines 51	Lines 51 Profile Sample	800.31	 58	51	0.179	2	0.0704	Line Profile Sample
Line Profile Sample 4 for Lines 51	Lines 51 Profile Sample	765.81	 58	51	0.268	3	0.106	Line Profile Sample
Line Profile Sample 5 for Lines 51	Lines 51 Profile Sample	762.73	 58	51	0.357	4	0.141	Line Profile Sample
Line Profile Sample 6 for Lines 51	Lines 51 Profile Sample	752.51	 58	51	0.447	5	0.176	Line Profile Sample
Line Profile Sample 7 for Lines 51	Lines 51 Profile Sample	752.56	 58	51	0.536	6	0.211	Line Profile Sample
Line Profile Sample 8 for Lines 51	Lines 51 Profile Sample	765.66	 58	51	0.626	7	0.246	Line Profile Sample
Line Profile Sample 9 for Lines 51	Lines 51 Profile Sample	769.88	 58	51	0.715	8	0.281	Line Profile Sample
Line Profile Sample 10 for Lines 51	Lines 51 Profile Sample	755.35	 58	51	0.804	9	0.317	Line Profile Sample
Line Profile Sample 11 for Lines 51	Lines 51 Profile Sample	790.08	 58	51	0.894	10	0.352	Line Profile Sample
Line Profile Sample 12 for Lines 51	Lines 51 Profile Sample	782.35	 58	51	0.983	11	0.387	Line Profile Sample
Line Profile Sample 13 for Lines 51	Lines 51 Profile Sample	786.46	 58	51	1.07	12	0.422	Line Profile Sample
Line Profile Sample 14 for Lines 51	Lines 51 Profile Sample	780.2	 58	51	1.16	13	0.457	Line Profile Sample
Line Profile Sample 15 for Lines 51	Lines 51 Profile Sample	776.97	 58	51	1.25	14	0.493	Line Profile Sample
Line Profile Sample 16 for Lines 51	Lines 51 Profile Sample	774.58	 58	51	1.34	15	0.528	Line Profile Sample
Line Profile Sample 17 for Lines 51	Lines 51 Profile Sample	762.96	 58	51	1.43	16	0.563	Line Profile Sample
Line Profile Sample 18 for Lines 51	Lines 51 Profile Sample	750.23	 58	51	1.52	17	0.598	Line Profile Sample
Line Profile Sample 19 for Lines 51	Lines 51 Profile Sample	758.74	 58	51	1.61	18	0.633	Line Profile Sample
Line Profile Sample 20 for Lines 51	Lines 51 Profile Sample	749.46	 58	51	1.7	19	0.668	Line Profile Sample
Line Profile Sample 21 for Lines 51	Lines 51 Profile Sample	758.21	 58	51	1.79	20	0.704	Line Profile Sample
Line Profile Sample 22 for Lines 51	Lines 51 Profile Sample	758.1	 58	51	1.88	21	0.739	Line Profile Sample
Line Profile Sample 23 for Lines 51	Lines 51 Profile Sample	753.05	 58	51	1.97	22	0.774	Line Profile Sample
Line Profile Sample 24 for Lines 51	Lines 51 Profile Sample	767.85	 58	51	2.06	23	0.809	Line Profile Sample
Line Profile Sample 25 for Lines 51	Lines 51 Profile Sample	765.97	 58	51	2.14	24	0.844	Line Profile Sample
Line Profile Sample 26 for Lines 51	Lines 51 Profile Sample	764.95	 58	51	2.23	25	0.879	Line Profile Sample
Line Profile Sample 27 for Lines 51	Lines 51 Profile Sample	772.21	 58	51	2.32	26	0.915	Line Profile Sample
Line Profile Sample 28 for Lines 51	Lines 51 Profile Sample	763.36	 58	51	2.41	27	0.95	Line Profile Sample
Line Profile Sample 29 for Lines 51	Lines 51 Profile Sample	751.18	 58	51	2.5	28	0.985	Line Profile Sample
Line Profile Sample 30 for Lines 51	Lines 51 Profile Sample	732	 58	51	2.54	28.43	1	Line Profile Sample
