
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 25	Lines 25 Profile Sample	1931	 60	25	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 25	Lines 25 Profile Sample	1835.36	 60	25	0.0894	1	0.03	Line Profile Sample
Line Profile Sample 3 for Lines 25	Lines 25 Profile Sample	1723.33	 60	25	0.179	2	0.0599	Line Profile Sample
Line Profile Sample 4 for Lines 25	Lines 25 Profile Sample	1684.08	 60	25	0.268	3	0.0899	Line Profile Sample
Line Profile Sample 5 for Lines 25	Lines 25 Profile Sample	1653	 60	25	0.357	4	0.12	Line Profile Sample
Line Profile Sample 6 for Lines 25	Lines 25 Profile Sample	1619.61	 60	25	0.447	5	0.15	Line Profile Sample
Line Profile Sample 7 for Lines 25	Lines 25 Profile Sample	1630.27	 60	25	0.536	6	0.18	Line Profile Sample
Line Profile Sample 8 for Lines 25	Lines 25 Profile Sample	1629.83	 60	25	0.626	7	0.21	Line Profile Sample
Line Profile Sample 9 for Lines 25	Lines 25 Profile Sample	1646.2	 60	25	0.715	8	0.24	Line Profile Sample
Line Profile Sample 10 for Lines 25	Lines 25 Profile Sample	1650.54	 60	25	0.804	9	0.27	Line Profile Sample
Line Profile Sample 11 for Lines 25	Lines 25 Profile Sample	1669.64	 60	25	0.894	10	0.3	Line Profile Sample
Line Profile Sample 12 for Lines 25	Lines 25 Profile Sample	1691.45	 60	25	0.983	11	0.33	Line Profile Sample
Line Profile Sample 13 for Lines 25	Lines 25 Profile Sample	1684.49	 60	25	1.07	12	0.36	Line Profile Sample
Line Profile Sample 14 for Lines 25	Lines 25 Profile Sample	1658.87	 60	25	1.16	13	0.389	Line Profile Sample
Line Profile Sample 15 for Lines 25	Lines 25 Profile Sample	1651.45	 60	25	1.25	14	0.419	Line Profile Sample
Line Profile Sample 16 for Lines 25	Lines 25 Profile Sample	1628.83	 60	25	1.34	15	0.449	Line Profile Sample
Line Profile Sample 17 for Lines 25	Lines 25 Profile Sample	1612.84	 60	25	1.43	16	0.479	Line Profile Sample
Line Profile Sample 18 for Lines 25	Lines 25 Profile Sample	1547.29	 60	25	1.52	17	0.509	Line Profile Sample
Line Profile Sample 19 for Lines 25	Lines 25 Profile Sample	1552.4	 60	25	1.61	18	0.539	Line Profile Sample
Line Profile Sample 20 for Lines 25	Lines 25 Profile Sample	1535.11	 60	25	1.7	19	0.569	Line Profile Sample
Line Profile Sample 21 for Lines 25	Lines 25 Profile Sample	1552.99	 60	25	1.79	20	0.599	Line Profile Sample
Line Profile Sample 22 for Lines 25	Lines 25 Profile Sample	1588.37	 60	25	1.88	21	0.629	Line Profile Sample
Line Profile Sample 23 for Lines 25	Lines 25 Profile Sample	1600.25	 60	25	1.97	22	0.659	Line Profile Sample
Line Profile Sample 24 for Lines 25	Lines 25 Profile Sample	1629.53	 60	25	2.06	23	0.689	Line Profile Sample
Line Profile Sample 25 for Lines 25	Lines 25 Profile Sample	1645.79	 60	25	2.14	24	0.719	Line Profile Sample
Line Profile Sample 26 for Lines 25	Lines 25 Profile Sample	1659.28	 60	25	2.23	25	0.749	Line Profile Sample
Line Profile Sample 27 for Lines 25	Lines 25 Profile Sample	1661.44	 60	25	2.32	26	0.779	Line Profile Sample
Line Profile Sample 28 for Lines 25	Lines 25 Profile Sample	1659.45	 60	25	2.41	27	0.809	Line Profile Sample
Line Profile Sample 29 for Lines 25	Lines 25 Profile Sample	1677.43	 60	25	2.5	28	0.839	Line Profile Sample
Line Profile Sample 30 for Lines 25	Lines 25 Profile Sample	1694.82	 60	25	2.59	29	0.869	Line Profile Sample
Line Profile Sample 31 for Lines 25	Lines 25 Profile Sample	1711.72	 60	25	2.68	30	0.899	Line Profile Sample
Line Profile Sample 32 for Lines 25	Lines 25 Profile Sample	1744.09	 60	25	2.77	31	0.929	Line Profile Sample
Line Profile Sample 33 for Lines 25	Lines 25 Profile Sample	1790.42	 60	25	2.86	32	0.959	Line Profile Sample
Line Profile Sample 34 for Lines 25	Lines 25 Profile Sample	1818.82	 60	25	2.95	33	0.989	Line Profile Sample
Line Profile Sample 35 for Lines 25	Lines 25 Profile Sample	1832	 60	25	2.98	33.38	1	Line Profile Sample
