
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 60	Lines 60 Profile Sample	1229	 47	60	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 60	Lines 60 Profile Sample	1453.29	 47	60	0.0894	1	0.0687	Line Profile Sample
Line Profile Sample 3 for Lines 60	Lines 60 Profile Sample	1439.88	 47	60	0.179	2	0.137	Line Profile Sample
Line Profile Sample 4 for Lines 60	Lines 60 Profile Sample	1333.67	 47	60	0.268	3	0.206	Line Profile Sample
Line Profile Sample 5 for Lines 60	Lines 60 Profile Sample	1123.06	 47	60	0.357	4	0.275	Line Profile Sample
Line Profile Sample 6 for Lines 60	Lines 60 Profile Sample	1010.48	 47	60	0.447	5	0.343	Line Profile Sample
Line Profile Sample 7 for Lines 60	Lines 60 Profile Sample	973.45	 47	60	0.536	6	0.412	Line Profile Sample
Line Profile Sample 8 for Lines 60	Lines 60 Profile Sample	967.59	 47	60	0.626	7	0.481	Line Profile Sample
Line Profile Sample 9 for Lines 60	Lines 60 Profile Sample	996.07	 47	60	0.715	8	0.549	Line Profile Sample
Line Profile Sample 10 for Lines 60	Lines 60 Profile Sample	1051.24	 47	60	0.804	9	0.618	Line Profile Sample
Line Profile Sample 11 for Lines 60	Lines 60 Profile Sample	1229.81	 47	60	0.894	10	0.687	Line Profile Sample
Line Profile Sample 12 for Lines 60	Lines 60 Profile Sample	1540.35	 47	60	0.983	11	0.755	Line Profile Sample
Line Profile Sample 13 for Lines 60	Lines 60 Profile Sample	1815.71	 47	60	1.07	12	0.824	Line Profile Sample
Line Profile Sample 14 for Lines 60	Lines 60 Profile Sample	1912.94	 47	60	1.16	13	0.893	Line Profile Sample
Line Profile Sample 15 for Lines 60	Lines 60 Profile Sample	1707.09	 47	60	1.25	14	0.962	Line Profile Sample
Line Profile Sample 16 for Lines 60	Lines 60 Profile Sample	1483	 47	60	1.3	14.56	1	Line Profile Sample
