
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 55	Lines 55 Profile Sample	1011	 58	55	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 55	Lines 55 Profile Sample	1010.16	 58	55	0.0894	1	0.049	Line Profile Sample
Line Profile Sample 3 for Lines 55	Lines 55 Profile Sample	1018.06	 58	55	0.179	2	0.0981	Line Profile Sample
Line Profile Sample 4 for Lines 55	Lines 55 Profile Sample	1035.94	 58	55	0.268	3	0.147	Line Profile Sample
Line Profile Sample 5 for Lines 55	Lines 55 Profile Sample	1036.87	 58	55	0.357	4	0.196	Line Profile Sample
Line Profile Sample 6 for Lines 55	Lines 55 Profile Sample	1037.32	 58	55	0.447	5	0.245	Line Profile Sample
Line Profile Sample 7 for Lines 55	Lines 55 Profile Sample	1040.32	 58	55	0.536	6	0.294	Line Profile Sample
Line Profile Sample 8 for Lines 55	Lines 55 Profile Sample	1022.35	 58	55	0.626	7	0.343	Line Profile Sample
Line Profile Sample 9 for Lines 55	Lines 55 Profile Sample	1017.9	 58	55	0.715	8	0.392	Line Profile Sample
Line Profile Sample 10 for Lines 55	Lines 55 Profile Sample	1010.1	 58	55	0.804	9	0.441	Line Profile Sample
Line Profile Sample 11 for Lines 55	Lines 55 Profile Sample	998.32	 58	55	0.894	10	0.49	Line Profile Sample
Line Profile Sample 12 for Lines 55	Lines 55 Profile Sample	972.3	 58	55	0.983	11	0.539	Line Profile Sample
Line Profile Sample 13 for Lines 55	Lines 55 Profile Sample	976.36	 58	55	1.07	12	0.588	Line Profile Sample
Line Profile Sample 14 for Lines 55	Lines 55 Profile Sample	974.09	 58	55	1.16	13	0.637	Line Profile Sample
Line Profile Sample 15 for Lines 55	Lines 55 Profile Sample	972.15	 58	55	1.25	14	0.686	Line Profile Sample
Line Profile Sample 16 for Lines 55	Lines 55 Profile Sample	985.46	 58	55	1.34	15	0.735	Line Profile Sample
Line Profile Sample 17 for Lines 55	Lines 55 Profile Sample	989.57	 58	55	1.43	16	0.784	Line Profile Sample
Line Profile Sample 18 for Lines 55	Lines 55 Profile Sample	1009.76	 58	55	1.52	17	0.833	Line Profile Sample
Line Profile Sample 19 for Lines 55	Lines 55 Profile Sample	1032.07	 58	55	1.61	18	0.883	Line Profile Sample
Line Profile Sample 20 for Lines 55	Lines 55 Profile Sample	1055.27	 58	55	1.7	19	0.932	Line Profile Sample
Line Profile Sample 21 for Lines 55	Lines 55 Profile Sample	1074.16	 58	55	1.79	20	0.981	Line Profile Sample
Line Profile Sample 22 for Lines 55	Lines 55 Profile Sample	1081	 58	55	1.82	20.4	1	Line Profile Sample
