
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 4	Lines 4 Profile Sample	1255	 60	4	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 4	Lines 4 Profile Sample	1426.41	 60	4	0.0894	1	0.0481	Line Profile Sample
Line Profile Sample 3 for Lines 4	Lines 4 Profile Sample	1514.09	 60	4	0.179	2	0.0961	Line Profile Sample
Line Profile Sample 4 for Lines 4	Lines 4 Profile Sample	1500.93	 60	4	0.268	3	0.144	Line Profile Sample
Line Profile Sample 5 for Lines 4	Lines 4 Profile Sample	1490.99	 60	4	0.357	4	0.192	Line Profile Sample
Line Profile Sample 6 for Lines 4	Lines 4 Profile Sample	1470.14	 60	4	0.447	5	0.24	Line Profile Sample
Line Profile Sample 7 for Lines 4	Lines 4 Profile Sample	1495.91	 60	4	0.536	6	0.288	Line Profile Sample
Line Profile Sample 8 for Lines 4	Lines 4 Profile Sample	1496.96	 60	4	0.626	7	0.336	Line Profile Sample
Line Profile Sample 9 for Lines 4	Lines 4 Profile Sample	1511.63	 60	4	0.715	8	0.384	Line Profile Sample
Line Profile Sample 10 for Lines 4	Lines 4 Profile Sample	1518.61	 60	4	0.804	9	0.433	Line Profile Sample
Line Profile Sample 11 for Lines 4	Lines 4 Profile Sample	1532.16	 60	4	0.894	10	0.481	Line Profile Sample
Line Profile Sample 12 for Lines 4	Lines 4 Profile Sample	1515.97	 60	4	0.983	11	0.529	Line Profile Sample
Line Profile Sample 13 for Lines 4	Lines 4 Profile Sample	1549.63	 60	4	1.07	12	0.577	Line Profile Sample
Line Profile Sample 14 for Lines 4	Lines 4 Profile Sample	1566.7	 60	4	1.16	13	0.625	Line Profile Sample
Line Profile Sample 15 for Lines 4	Lines 4 Profile Sample	1540.73	 60	4	1.25	14	0.673	Line Profile Sample
Line Profile Sample 16 for Lines 4	Lines 4 Profile Sample	1512.51	 60	4	1.34	15	0.721	Line Profile Sample
Line Profile Sample 17 for Lines 4	Lines 4 Profile Sample	1491.77	 60	4	1.43	16	0.769	Line Profile Sample
Line Profile Sample 18 for Lines 4	Lines 4 Profile Sample	1467.14	 60	4	1.52	17	0.817	Line Profile Sample
Line Profile Sample 19 for Lines 4	Lines 4 Profile Sample	1484.76	 60	4	1.61	18	0.865	Line Profile Sample
Line Profile Sample 20 for Lines 4	Lines 4 Profile Sample	1523.76	 60	4	1.7	19	0.913	Line Profile Sample
Line Profile Sample 21 for Lines 4	Lines 4 Profile Sample	1509.59	 60	4	1.79	20	0.961	Line Profile Sample
Line Profile Sample 22 for Lines 4	Lines 4 Profile Sample	1443	 60	4	1.86	20.81	1	Line Profile Sample
