
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 15	Lines 15 Profile Sample	679	 58	15	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 15	Lines 15 Profile Sample	751.46	 58	15	0.0894	1	0.0333	Line Profile Sample
Line Profile Sample 3 for Lines 15	Lines 15 Profile Sample	753.6	 58	15	0.179	2	0.0666	Line Profile Sample
Line Profile Sample 4 for Lines 15	Lines 15 Profile Sample	772.47	 58	15	0.268	3	0.0999	Line Profile Sample
Line Profile Sample 5 for Lines 15	Lines 15 Profile Sample	774.8	 58	15	0.357	4	0.133	Line Profile Sample
Line Profile Sample 6 for Lines 15	Lines 15 Profile Sample	774.83	 58	15	0.447	5	0.167	Line Profile Sample
Line Profile Sample 7 for Lines 15	Lines 15 Profile Sample	762.24	 58	15	0.536	6	0.2	Line Profile Sample
Line Profile Sample 8 for Lines 15	Lines 15 Profile Sample	758.88	 58	15	0.626	7	0.233	Line Profile Sample
Line Profile Sample 9 for Lines 15	Lines 15 Profile Sample	755.01	 58	15	0.715	8	0.267	Line Profile Sample
Line Profile Sample 10 for Lines 15	Lines 15 Profile Sample	777.88	 58	15	0.804	9	0.3	Line Profile Sample
Line Profile Sample 11 for Lines 15	Lines 15 Profile Sample	767.39	 58	15	0.894	10	0.333	Line Profile Sample
Line Profile Sample 12 for Lines 15	Lines 15 Profile Sample	765.81	 58	15	0.983	11	0.366	Line Profile Sample
Line Profile Sample 13 for Lines 15	Lines 15 Profile Sample	764.41	 58	15	1.07	12	0.4	Line Profile Sample
Line Profile Sample 14 for Lines 15	Lines 15 Profile Sample	767.18	 58	15	1.16	13	0.433	Line Profile Sample
Line Profile Sample 15 for Lines 15	Lines 15 Profile Sample	748.74	 58	15	1.25	14	0.466	Line Profile Sample
Line Profile Sample 16 for Lines 15	Lines 15 Profile Sample	739.08	 58	15	1.34	15	0.5	Line Profile Sample
Line Profile Sample 17 for Lines 15	Lines 15 Profile Sample	723.61	 58	15	1.43	16	0.533	Line Profile Sample
Line Profile Sample 18 for Lines 15	Lines 15 Profile Sample	729.75	 58	15	1.52	17	0.566	Line Profile Sample
Line Profile Sample 19 for Lines 15	Lines 15 Profile Sample	713.77	 58	15	1.61	18	0.6	Line Profile Sample
Line Profile Sample 20 for Lines 15	Lines 15 Profile Sample	708.12	 58	15	1.7	19	0.633	Line Profile Sample
Line Profile Sample 21 for Lines 15	Lines 15 Profile Sample	704.05	 58	15	1.79	20	0.666	Line Profile Sample
Line Profile Sample 22 for Lines 15	Lines 15 Profile Sample	708.44	 58	15	1.88	21	0.7	Line Profile Sample
Line Profile Sample 23 for Lines 15	Lines 15 Profile Sample	709.97	 58	15	1.97	22	0.733	Line Profile Sample
Line Profile Sample 24 for Lines 15	Lines 15 Profile Sample	726.45	 58	15	2.06	23	0.766	Line Profile Sample
Line Profile Sample 25 for Lines 15	Lines 15 Profile Sample	728.39	 58	15	2.14	24	0.8	Line Profile Sample
Line Profile Sample 26 for Lines 15	Lines 15 Profile Sample	737.55	 58	15	2.23	25	0.833	Line Profile Sample
Line Profile Sample 27 for Lines 15	Lines 15 Profile Sample	726.1	 58	15	2.32	26	0.866	Line Profile Sample
Line Profile Sample 28 for Lines 15	Lines 15 Profile Sample	720.39	 58	15	2.41	27	0.9	Line Profile Sample
Line Profile Sample 29 for Lines 15	Lines 15 Profile Sample	707.66	 58	15	2.5	28	0.933	Line Profile Sample
Line Profile Sample 30 for Lines 15	Lines 15 Profile Sample	725.74	 58	15	2.59	29	0.966	Line Profile Sample
Line Profile Sample 31 for Lines 15	Lines 15 Profile Sample	719.11	 58	15	2.68	30	0.999	Line Profile Sample
Line Profile Sample 32 for Lines 15	Lines 15 Profile Sample	719	 58	15	2.68	30.02	1	Line Profile Sample
