
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 36	Lines 36 Profile Sample	1137	 60	36	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 36	Lines 36 Profile Sample	1278	 60	36	0.0894	1	0.0476	Line Profile Sample
Line Profile Sample 3 for Lines 36	Lines 36 Profile Sample	1256	 60	36	0.179	2	0.0952	Line Profile Sample
Line Profile Sample 4 for Lines 36	Lines 36 Profile Sample	1159	 60	36	0.268	3	0.143	Line Profile Sample
Line Profile Sample 5 for Lines 36	Lines 36 Profile Sample	1067	 60	36	0.357	4	0.19	Line Profile Sample
Line Profile Sample 6 for Lines 36	Lines 36 Profile Sample	1041	 60	36	0.447	5	0.238	Line Profile Sample
Line Profile Sample 7 for Lines 36	Lines 36 Profile Sample	1044	 60	36	0.536	6	0.286	Line Profile Sample
Line Profile Sample 8 for Lines 36	Lines 36 Profile Sample	1021	 60	36	0.626	7	0.333	Line Profile Sample
Line Profile Sample 9 for Lines 36	Lines 36 Profile Sample	1017	 60	36	0.715	8	0.381	Line Profile Sample
Line Profile Sample 10 for Lines 36	Lines 36 Profile Sample	1027	 60	36	0.804	9	0.429	Line Profile Sample
Line Profile Sample 11 for Lines 36	Lines 36 Profile Sample	1024	 60	36	0.894	10	0.476	Line Profile Sample
Line Profile Sample 12 for Lines 36	Lines 36 Profile Sample	1050	 60	36	0.983	11	0.524	Line Profile Sample
Line Profile Sample 13 for Lines 36	Lines 36 Profile Sample	1048	 60	36	1.07	12	0.571	Line Profile Sample
Line Profile Sample 14 for Lines 36	Lines 36 Profile Sample	1067	 60	36	1.16	13	0.619	Line Profile Sample
Line Profile Sample 15 for Lines 36	Lines 36 Profile Sample	1066	 60	36	1.25	14	0.667	Line Profile Sample
Line Profile Sample 16 for Lines 36	Lines 36 Profile Sample	1095	 60	36	1.34	15	0.714	Line Profile Sample
Line Profile Sample 17 for Lines 36	Lines 36 Profile Sample	1114	 60	36	1.43	16	0.762	Line Profile Sample
Line Profile Sample 18 for Lines 36	Lines 36 Profile Sample	1145	 60	36	1.52	17	0.81	Line Profile Sample
Line Profile Sample 19 for Lines 36	Lines 36 Profile Sample	1190	 60	36	1.61	18	0.857	Line Profile Sample
Line Profile Sample 20 for Lines 36	Lines 36 Profile Sample	1222	 60	36	1.7	19	0.905	Line Profile Sample
Line Profile Sample 21 for Lines 36	Lines 36 Profile Sample	1222	 60	36	1.79	20	0.952	Line Profile Sample
Line Profile Sample 22 for Lines 36	Lines 36 Profile Sample	1216	 60	36	1.88	21	1	Line Profile Sample
Line Profile Sample 23 for Lines 36	Lines 36 Profile Sample	1216	 60	36	1.88	21	1	Line Profile Sample
