
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 38	Lines 38 Profile Sample	562	 58	38	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 38	Lines 38 Profile Sample	643.91	 58	38	0.0894	1	0.0392	Line Profile Sample
Line Profile Sample 3 for Lines 38	Lines 38 Profile Sample	686.1	 58	38	0.179	2	0.0784	Line Profile Sample
Line Profile Sample 4 for Lines 38	Lines 38 Profile Sample	694.65	 58	38	0.268	3	0.118	Line Profile Sample
Line Profile Sample 5 for Lines 38	Lines 38 Profile Sample	693.49	 58	38	0.357	4	0.157	Line Profile Sample
Line Profile Sample 6 for Lines 38	Lines 38 Profile Sample	682.46	 58	38	0.447	5	0.196	Line Profile Sample
Line Profile Sample 7 for Lines 38	Lines 38 Profile Sample	672.01	 58	38	0.536	6	0.235	Line Profile Sample
Line Profile Sample 8 for Lines 38	Lines 38 Profile Sample	659.96	 58	38	0.626	7	0.275	Line Profile Sample
Line Profile Sample 9 for Lines 38	Lines 38 Profile Sample	665.66	 58	38	0.715	8	0.314	Line Profile Sample
Line Profile Sample 10 for Lines 38	Lines 38 Profile Sample	663.29	 58	38	0.804	9	0.353	Line Profile Sample
Line Profile Sample 11 for Lines 38	Lines 38 Profile Sample	668.76	 58	38	0.894	10	0.392	Line Profile Sample
Line Profile Sample 12 for Lines 38	Lines 38 Profile Sample	670.49	 58	38	0.983	11	0.431	Line Profile Sample
Line Profile Sample 13 for Lines 38	Lines 38 Profile Sample	677.44	 58	38	1.07	12	0.471	Line Profile Sample
Line Profile Sample 14 for Lines 38	Lines 38 Profile Sample	664.17	 58	38	1.16	13	0.51	Line Profile Sample
Line Profile Sample 15 for Lines 38	Lines 38 Profile Sample	663.48	 58	38	1.25	14	0.549	Line Profile Sample
Line Profile Sample 16 for Lines 38	Lines 38 Profile Sample	660.76	 58	38	1.34	15	0.588	Line Profile Sample
Line Profile Sample 17 for Lines 38	Lines 38 Profile Sample	670.48	 58	38	1.43	16	0.628	Line Profile Sample
Line Profile Sample 18 for Lines 38	Lines 38 Profile Sample	663.45	 58	38	1.52	17	0.667	Line Profile Sample
Line Profile Sample 19 for Lines 38	Lines 38 Profile Sample	672.82	 58	38	1.61	18	0.706	Line Profile Sample
Line Profile Sample 20 for Lines 38	Lines 38 Profile Sample	670.35	 58	38	1.7	19	0.745	Line Profile Sample
Line Profile Sample 21 for Lines 38	Lines 38 Profile Sample	656.63	 58	38	1.79	20	0.784	Line Profile Sample
Line Profile Sample 22 for Lines 38	Lines 38 Profile Sample	654.8	 58	38	1.88	21	0.824	Line Profile Sample
Line Profile Sample 23 for Lines 38	Lines 38 Profile Sample	645.2	 58	38	1.97	22	0.863	Line Profile Sample
Line Profile Sample 24 for Lines 38	Lines 38 Profile Sample	646.65	 58	38	2.06	23	0.902	Line Profile Sample
Line Profile Sample 25 for Lines 38	Lines 38 Profile Sample	628.12	 58	38	2.14	24	0.941	Line Profile Sample
Line Profile Sample 26 for Lines 38	Lines 38 Profile Sample	640.09	 58	38	2.23	25	0.981	Line Profile Sample
Line Profile Sample 27 for Lines 38	Lines 38 Profile Sample	653	 58	38	2.28	25.5	1	Line Profile Sample
