
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 26	Lines 26 Profile Sample	1638	 60	26	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 26	Lines 26 Profile Sample	1752.93	 60	26	0.0894	1	0.0471	Line Profile Sample
Line Profile Sample 3 for Lines 26	Lines 26 Profile Sample	1730.08	 60	26	0.179	2	0.0943	Line Profile Sample
Line Profile Sample 4 for Lines 26	Lines 26 Profile Sample	1667.84	 60	26	0.268	3	0.141	Line Profile Sample
Line Profile Sample 5 for Lines 26	Lines 26 Profile Sample	1687.44	 60	26	0.357	4	0.189	Line Profile Sample
Line Profile Sample 6 for Lines 26	Lines 26 Profile Sample	1666.73	 60	26	0.447	5	0.236	Line Profile Sample
Line Profile Sample 7 for Lines 26	Lines 26 Profile Sample	1690.08	 60	26	0.536	6	0.283	Line Profile Sample
Line Profile Sample 8 for Lines 26	Lines 26 Profile Sample	1678.34	 60	26	0.626	7	0.33	Line Profile Sample
Line Profile Sample 9 for Lines 26	Lines 26 Profile Sample	1667.11	 60	26	0.715	8	0.377	Line Profile Sample
Line Profile Sample 10 for Lines 26	Lines 26 Profile Sample	1683.33	 60	26	0.804	9	0.424	Line Profile Sample
Line Profile Sample 11 for Lines 26	Lines 26 Profile Sample	1636.26	 60	26	0.894	10	0.471	Line Profile Sample
Line Profile Sample 12 for Lines 26	Lines 26 Profile Sample	1636.83	 60	26	0.983	11	0.519	Line Profile Sample
Line Profile Sample 13 for Lines 26	Lines 26 Profile Sample	1640.3	 60	26	1.07	12	0.566	Line Profile Sample
Line Profile Sample 14 for Lines 26	Lines 26 Profile Sample	1609	 60	26	1.16	13	0.613	Line Profile Sample
Line Profile Sample 15 for Lines 26	Lines 26 Profile Sample	1595.75	 60	26	1.25	14	0.66	Line Profile Sample
Line Profile Sample 16 for Lines 26	Lines 26 Profile Sample	1629.67	 60	26	1.34	15	0.707	Line Profile Sample
Line Profile Sample 17 for Lines 26	Lines 26 Profile Sample	1645.67	 60	26	1.43	16	0.754	Line Profile Sample
Line Profile Sample 18 for Lines 26	Lines 26 Profile Sample	1675.5	 60	26	1.52	17	0.801	Line Profile Sample
Line Profile Sample 19 for Lines 26	Lines 26 Profile Sample	1681.42	 60	26	1.61	18	0.849	Line Profile Sample
Line Profile Sample 20 for Lines 26	Lines 26 Profile Sample	1701.39	 60	26	1.7	19	0.896	Line Profile Sample
Line Profile Sample 21 for Lines 26	Lines 26 Profile Sample	1685.49	 60	26	1.79	20	0.943	Line Profile Sample
Line Profile Sample 22 for Lines 26	Lines 26 Profile Sample	1638.89	 60	26	1.88	21	0.99	Line Profile Sample
Line Profile Sample 23 for Lines 26	Lines 26 Profile Sample	1628	 60	26	1.9	21.21	1	Line Profile Sample
