
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 9	Lines 9 Profile Sample	1134	 62	9	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 9	Lines 9 Profile Sample	1225.36	 62	9	0.0894	1	0.0505	Line Profile Sample
Line Profile Sample 3 for Lines 9	Lines 9 Profile Sample	1232.59	 62	9	0.179	2	0.101	Line Profile Sample
Line Profile Sample 4 for Lines 9	Lines 9 Profile Sample	1226.27	 62	9	0.268	3	0.152	Line Profile Sample
Line Profile Sample 5 for Lines 9	Lines 9 Profile Sample	1227.36	 62	9	0.357	4	0.202	Line Profile Sample
Line Profile Sample 6 for Lines 9	Lines 9 Profile Sample	1229.43	 62	9	0.447	5	0.253	Line Profile Sample
Line Profile Sample 7 for Lines 9	Lines 9 Profile Sample	1251.31	 62	9	0.536	6	0.303	Line Profile Sample
Line Profile Sample 8 for Lines 9	Lines 9 Profile Sample	1254.03	 62	9	0.626	7	0.354	Line Profile Sample
Line Profile Sample 9 for Lines 9	Lines 9 Profile Sample	1273.17	 62	9	0.715	8	0.404	Line Profile Sample
Line Profile Sample 10 for Lines 9	Lines 9 Profile Sample	1294.66	 62	9	0.804	9	0.455	Line Profile Sample
Line Profile Sample 11 for Lines 9	Lines 9 Profile Sample	1331.4	 62	9	0.894	10	0.505	Line Profile Sample
Line Profile Sample 12 for Lines 9	Lines 9 Profile Sample	1361.34	 62	9	0.983	11	0.556	Line Profile Sample
Line Profile Sample 13 for Lines 9	Lines 9 Profile Sample	1362.72	 62	9	1.07	12	0.606	Line Profile Sample
Line Profile Sample 14 for Lines 9	Lines 9 Profile Sample	1346.18	 62	9	1.16	13	0.657	Line Profile Sample
Line Profile Sample 15 for Lines 9	Lines 9 Profile Sample	1307.81	 62	9	1.25	14	0.707	Line Profile Sample
Line Profile Sample 16 for Lines 9	Lines 9 Profile Sample	1311.99	 62	9	1.34	15	0.758	Line Profile Sample
Line Profile Sample 17 for Lines 9	Lines 9 Profile Sample	1327.21	 62	9	1.43	16	0.808	Line Profile Sample
Line Profile Sample 18 for Lines 9	Lines 9 Profile Sample	1351.06	 62	9	1.52	17	0.859	Line Profile Sample
Line Profile Sample 19 for Lines 9	Lines 9 Profile Sample	1394.53	 62	9	1.61	18	0.909	Line Profile Sample
Line Profile Sample 20 for Lines 9	Lines 9 Profile Sample	1387.62	 62	9	1.7	19	0.96	Line Profile Sample
Line Profile Sample 21 for Lines 9	Lines 9 Profile Sample	1343	 62	9	1.77	19.8	1	Line Profile Sample
