
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 22	Lines 22 Profile Sample	713	 58	22	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 22	Lines 22 Profile Sample	700.01	 58	22	0.0894	1	0.0324	Line Profile Sample
Line Profile Sample 3 for Lines 22	Lines 22 Profile Sample	700.37	 58	22	0.179	2	0.0648	Line Profile Sample
Line Profile Sample 4 for Lines 22	Lines 22 Profile Sample	706.59	 58	22	0.268	3	0.0972	Line Profile Sample
Line Profile Sample 5 for Lines 22	Lines 22 Profile Sample	705.06	 58	22	0.357	4	0.13	Line Profile Sample
Line Profile Sample 6 for Lines 22	Lines 22 Profile Sample	702.45	 58	22	0.447	5	0.162	Line Profile Sample
Line Profile Sample 7 for Lines 22	Lines 22 Profile Sample	701.29	 58	22	0.536	6	0.194	Line Profile Sample
Line Profile Sample 8 for Lines 22	Lines 22 Profile Sample	701.68	 58	22	0.626	7	0.227	Line Profile Sample
Line Profile Sample 9 for Lines 22	Lines 22 Profile Sample	700.13	 58	22	0.715	8	0.259	Line Profile Sample
Line Profile Sample 10 for Lines 22	Lines 22 Profile Sample	695.02	 58	22	0.804	9	0.292	Line Profile Sample
Line Profile Sample 11 for Lines 22	Lines 22 Profile Sample	698.2	 58	22	0.894	10	0.324	Line Profile Sample
Line Profile Sample 12 for Lines 22	Lines 22 Profile Sample	696.4	 58	22	0.983	11	0.356	Line Profile Sample
Line Profile Sample 13 for Lines 22	Lines 22 Profile Sample	695.37	 58	22	1.07	12	0.389	Line Profile Sample
Line Profile Sample 14 for Lines 22	Lines 22 Profile Sample	694.5	 58	22	1.16	13	0.421	Line Profile Sample
Line Profile Sample 15 for Lines 22	Lines 22 Profile Sample	696.73	 58	22	1.25	14	0.454	Line Profile Sample
Line Profile Sample 16 for Lines 22	Lines 22 Profile Sample	698.47	 58	22	1.34	15	0.486	Line Profile Sample
Line Profile Sample 17 for Lines 22	Lines 22 Profile Sample	706.29	 58	22	1.43	16	0.518	Line Profile Sample
Line Profile Sample 18 for Lines 22	Lines 22 Profile Sample	718.87	 58	22	1.52	17	0.551	Line Profile Sample
Line Profile Sample 19 for Lines 22	Lines 22 Profile Sample	721.88	 58	22	1.61	18	0.583	Line Profile Sample
Line Profile Sample 20 for Lines 22	Lines 22 Profile Sample	707.07	 58	22	1.7	19	0.615	Line Profile Sample
Line Profile Sample 21 for Lines 22	Lines 22 Profile Sample	710.48	 58	22	1.79	20	0.648	Line Profile Sample
Line Profile Sample 22 for Lines 22	Lines 22 Profile Sample	686.42	 58	22	1.88	21	0.68	Line Profile Sample
Line Profile Sample 23 for Lines 22	Lines 22 Profile Sample	692.84	 58	22	1.97	22	0.713	Line Profile Sample
Line Profile Sample 24 for Lines 22	Lines 22 Profile Sample	696.78	 58	22	2.06	23	0.745	Line Profile Sample
Line Profile Sample 25 for Lines 22	Lines 22 Profile Sample	683.6	 58	22	2.14	24	0.777	Line Profile Sample
Line Profile Sample 26 for Lines 22	Lines 22 Profile Sample	681.85	 58	22	2.23	25	0.81	Line Profile Sample
Line Profile Sample 27 for Lines 22	Lines 22 Profile Sample	662.47	 58	22	2.32	26	0.842	Line Profile Sample
Line Profile Sample 28 for Lines 22	Lines 22 Profile Sample	670.94	 58	22	2.41	27	0.875	Line Profile Sample
Line Profile Sample 29 for Lines 22	Lines 22 Profile Sample	689.53	 58	22	2.5	28	0.907	Line Profile Sample
Line Profile Sample 30 for Lines 22	Lines 22 Profile Sample	692.93	 58	22	2.59	29	0.939	Line Profile Sample
Line Profile Sample 31 for Lines 22	Lines 22 Profile Sample	697.08	 58	22	2.68	30	0.972	Line Profile Sample
Line Profile Sample 32 for Lines 22	Lines 22 Profile Sample	695	 58	22	2.76	30.87	1	Line Profile Sample
