
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 37	Lines 37 Profile Sample	973	 58	37	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 37	Lines 37 Profile Sample	975.67	 58	37	0.0894	1	0.0455	Line Profile Sample
Line Profile Sample 3 for Lines 37	Lines 37 Profile Sample	960.52	 58	37	0.179	2	0.0911	Line Profile Sample
Line Profile Sample 4 for Lines 37	Lines 37 Profile Sample	988.54	 58	37	0.268	3	0.137	Line Profile Sample
Line Profile Sample 5 for Lines 37	Lines 37 Profile Sample	986.93	 58	37	0.357	4	0.182	Line Profile Sample
Line Profile Sample 6 for Lines 37	Lines 37 Profile Sample	994.91	 58	37	0.447	5	0.228	Line Profile Sample
Line Profile Sample 7 for Lines 37	Lines 37 Profile Sample	996.19	 58	37	0.536	6	0.273	Line Profile Sample
Line Profile Sample 8 for Lines 37	Lines 37 Profile Sample	1004.04	 58	37	0.626	7	0.319	Line Profile Sample
Line Profile Sample 9 for Lines 37	Lines 37 Profile Sample	991.69	 58	37	0.715	8	0.364	Line Profile Sample
Line Profile Sample 10 for Lines 37	Lines 37 Profile Sample	998.65	 58	37	0.804	9	0.41	Line Profile Sample
Line Profile Sample 11 for Lines 37	Lines 37 Profile Sample	988.01	 58	37	0.894	10	0.455	Line Profile Sample
Line Profile Sample 12 for Lines 37	Lines 37 Profile Sample	984.19	 58	37	0.983	11	0.501	Line Profile Sample
Line Profile Sample 13 for Lines 37	Lines 37 Profile Sample	988.64	 58	37	1.07	12	0.547	Line Profile Sample
Line Profile Sample 14 for Lines 37	Lines 37 Profile Sample	978.21	 58	37	1.16	13	0.592	Line Profile Sample
Line Profile Sample 15 for Lines 37	Lines 37 Profile Sample	979.05	 58	37	1.25	14	0.638	Line Profile Sample
Line Profile Sample 16 for Lines 37	Lines 37 Profile Sample	957.26	 58	37	1.34	15	0.683	Line Profile Sample
Line Profile Sample 17 for Lines 37	Lines 37 Profile Sample	955.67	 58	37	1.43	16	0.729	Line Profile Sample
Line Profile Sample 18 for Lines 37	Lines 37 Profile Sample	972.79	 58	37	1.52	17	0.774	Line Profile Sample
Line Profile Sample 19 for Lines 37	Lines 37 Profile Sample	971.83	 58	37	1.61	18	0.82	Line Profile Sample
Line Profile Sample 20 for Lines 37	Lines 37 Profile Sample	964	 58	37	1.7	19	0.865	Line Profile Sample
Line Profile Sample 21 for Lines 37	Lines 37 Profile Sample	964.8	 58	37	1.79	20	0.911	Line Profile Sample
Line Profile Sample 22 for Lines 37	Lines 37 Profile Sample	896.74	 58	37	1.88	21	0.957	Line Profile Sample
Line Profile Sample 23 for Lines 37	Lines 37 Profile Sample	760	 58	37	1.96	21.95	1	Line Profile Sample
