
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 19	Lines 19 Profile Sample	968	 58	19	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 19	Lines 19 Profile Sample	934.32	 58	19	0.0894	1	0.0344	Line Profile Sample
Line Profile Sample 3 for Lines 19	Lines 19 Profile Sample	886.23	 58	19	0.179	2	0.0688	Line Profile Sample
Line Profile Sample 4 for Lines 19	Lines 19 Profile Sample	862.77	 58	19	0.268	3	0.103	Line Profile Sample
Line Profile Sample 5 for Lines 19	Lines 19 Profile Sample	845.7	 58	19	0.357	4	0.138	Line Profile Sample
Line Profile Sample 6 for Lines 19	Lines 19 Profile Sample	836.7	 58	19	0.447	5	0.172	Line Profile Sample
Line Profile Sample 7 for Lines 19	Lines 19 Profile Sample	832.65	 58	19	0.536	6	0.206	Line Profile Sample
Line Profile Sample 8 for Lines 19	Lines 19 Profile Sample	830.33	 58	19	0.626	7	0.241	Line Profile Sample
Line Profile Sample 9 for Lines 19	Lines 19 Profile Sample	822.44	 58	19	0.715	8	0.275	Line Profile Sample
Line Profile Sample 10 for Lines 19	Lines 19 Profile Sample	825.72	 58	19	0.804	9	0.31	Line Profile Sample
Line Profile Sample 11 for Lines 19	Lines 19 Profile Sample	837.35	 58	19	0.894	10	0.344	Line Profile Sample
Line Profile Sample 12 for Lines 19	Lines 19 Profile Sample	856.88	 58	19	0.983	11	0.378	Line Profile Sample
Line Profile Sample 13 for Lines 19	Lines 19 Profile Sample	852.25	 58	19	1.07	12	0.413	Line Profile Sample
Line Profile Sample 14 for Lines 19	Lines 19 Profile Sample	839.41	 58	19	1.16	13	0.447	Line Profile Sample
Line Profile Sample 15 for Lines 19	Lines 19 Profile Sample	842.11	 58	19	1.25	14	0.482	Line Profile Sample
Line Profile Sample 16 for Lines 19	Lines 19 Profile Sample	836.83	 58	19	1.34	15	0.516	Line Profile Sample
Line Profile Sample 17 for Lines 19	Lines 19 Profile Sample	816.07	 58	19	1.43	16	0.55	Line Profile Sample
Line Profile Sample 18 for Lines 19	Lines 19 Profile Sample	822.6	 58	19	1.52	17	0.585	Line Profile Sample
Line Profile Sample 19 for Lines 19	Lines 19 Profile Sample	862.15	 58	19	1.61	18	0.619	Line Profile Sample
Line Profile Sample 20 for Lines 19	Lines 19 Profile Sample	858.5	 58	19	1.7	19	0.654	Line Profile Sample
Line Profile Sample 21 for Lines 19	Lines 19 Profile Sample	851.79	 58	19	1.79	20	0.688	Line Profile Sample
Line Profile Sample 22 for Lines 19	Lines 19 Profile Sample	856.94	 58	19	1.88	21	0.722	Line Profile Sample
Line Profile Sample 23 for Lines 19	Lines 19 Profile Sample	855.7	 58	19	1.97	22	0.757	Line Profile Sample
Line Profile Sample 24 for Lines 19	Lines 19 Profile Sample	838.63	 58	19	2.06	23	0.791	Line Profile Sample
Line Profile Sample 25 for Lines 19	Lines 19 Profile Sample	823.79	 58	19	2.14	24	0.826	Line Profile Sample
Line Profile Sample 26 for Lines 19	Lines 19 Profile Sample	818.54	 58	19	2.23	25	0.86	Line Profile Sample
Line Profile Sample 27 for Lines 19	Lines 19 Profile Sample	816.78	 58	19	2.32	26	0.894	Line Profile Sample
Line Profile Sample 28 for Lines 19	Lines 19 Profile Sample	810.22	 58	19	2.41	27	0.929	Line Profile Sample
Line Profile Sample 29 for Lines 19	Lines 19 Profile Sample	801.71	 58	19	2.5	28	0.963	Line Profile Sample
Line Profile Sample 30 for Lines 19	Lines 19 Profile Sample	763.49	 58	19	2.59	29	0.998	Line Profile Sample
Line Profile Sample 31 for Lines 19	Lines 19 Profile Sample	760	 58	19	2.6	29.07	1	Line Profile Sample
