
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	1922	2	0	0	0
Line Profile Sample 2 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2159.54	2	0.0894	1	0.0338
Line Profile Sample 3 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2199.25	2	0.179	2	0.0675
Line Profile Sample 4 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2117.52	2	0.268	3	0.101
Line Profile Sample 5 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2098.96	2	0.357	4	0.135
Line Profile Sample 6 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2091.54	2	0.447	5	0.169
Line Profile Sample 7 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2111.64	2	0.536	6	0.203
Line Profile Sample 8 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2097.45	2	0.626	7	0.236
Line Profile Sample 9 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2096.99	2	0.715	8	0.27
Line Profile Sample 10 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2166.62	2	0.804	9	0.304
Line Profile Sample 11 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2173.54	2	0.894	10	0.338
Line Profile Sample 12 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2175.81	2	0.983	11	0.371
Line Profile Sample 13 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2149.48	2	1.07	12	0.405
Line Profile Sample 14 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2156.96	2	1.16	13	0.439
Line Profile Sample 15 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2080.94	2	1.25	14	0.473
Line Profile Sample 16 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2129.22	2	1.34	15	0.507
Line Profile Sample 17 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2152.86	2	1.43	16	0.54
Line Profile Sample 18 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2126.06	2	1.52	17	0.574
Line Profile Sample 19 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2136.3	2	1.61	18	0.608
Line Profile Sample 20 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2132.22	2	1.7	19	0.642
Line Profile Sample 21 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2149.78	2	1.79	20	0.675
Line Profile Sample 22 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2139.78	2	1.88	21	0.709
Line Profile Sample 23 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2147.17	2	1.97	22	0.743
Line Profile Sample 24 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2148.79	2	2.06	23	0.777
Line Profile Sample 25 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2111.85	2	2.14	24	0.81
Line Profile Sample 26 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2100.88	2	2.23	25	0.844
Line Profile Sample 27 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2097.03	2	2.32	26	0.878
Line Profile Sample 28 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2088.1	2	2.41	27	0.912
Line Profile Sample 29 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	2038.95	2	2.5	28	0.945
Line Profile Sample 30 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	1978.5	2	2.59	29	0.979
Line Profile Sample 31 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 18	1987	2	2.65	29.61	1
