
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	581	18	0	0	0
Line Profile Sample 2 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	603.74	18	0.0894	1	0.0445
Line Profile Sample 3 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	605.94	18	0.179	2	0.089
Line Profile Sample 4 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	605.83	18	0.268	3	0.133
Line Profile Sample 5 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	617.72	18	0.357	4	0.178
Line Profile Sample 6 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	621.88	18	0.447	5	0.222
Line Profile Sample 7 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	622.12	18	0.536	6	0.267
Line Profile Sample 8 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	633.03	18	0.626	7	0.311
Line Profile Sample 9 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	625.2	18	0.715	8	0.356
Line Profile Sample 10 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	621.19	18	0.804	9	0.4
Line Profile Sample 11 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	623.27	18	0.894	10	0.445
Line Profile Sample 12 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	613.79	18	0.983	11	0.489
Line Profile Sample 13 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	613.79	18	1.07	12	0.534
Line Profile Sample 14 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	623.25	18	1.16	13	0.578
Line Profile Sample 15 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	617.95	18	1.25	14	0.623
Line Profile Sample 16 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	624.15	18	1.34	15	0.667
Line Profile Sample 17 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	615.15	18	1.43	16	0.712
Line Profile Sample 18 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	616.52	18	1.52	17	0.756
Line Profile Sample 19 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	612.79	18	1.61	18	0.801
Line Profile Sample 20 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	612.22	18	1.7	19	0.845
Line Profile Sample 21 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	592.57	18	1.79	20	0.89
Line Profile Sample 22 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	586.84	18	1.88	21	0.934
Line Profile Sample 23 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	593.33	18	1.97	22	0.979
Line Profile Sample 24 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 17	598	18	2.01	22.47	1
