
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	524	11	0	0	0
Line Profile Sample 2 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	532.18	11	0.0894	1	0.0285
Line Profile Sample 3 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	553.01	11	0.179	2	0.0569
Line Profile Sample 4 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	565.51	11	0.268	3	0.0854
Line Profile Sample 5 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	560.57	11	0.357	4	0.114
Line Profile Sample 6 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	558.47	11	0.447	5	0.142
Line Profile Sample 7 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	589.64	11	0.536	6	0.171
Line Profile Sample 8 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	589.04	11	0.626	7	0.199
Line Profile Sample 9 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	608.75	11	0.715	8	0.228
Line Profile Sample 10 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	624.2	11	0.804	9	0.256
Line Profile Sample 11 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	654.91	11	0.894	10	0.285
Line Profile Sample 12 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	636.47	11	0.983	11	0.313
Line Profile Sample 13 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	606.4	11	1.07	12	0.342
Line Profile Sample 14 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	618.41	11	1.16	13	0.37
Line Profile Sample 15 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	609.02	11	1.25	14	0.399
Line Profile Sample 16 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	623.09	11	1.34	15	0.427
Line Profile Sample 17 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	621.28	11	1.43	16	0.455
Line Profile Sample 18 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	596.39	11	1.52	17	0.484
Line Profile Sample 19 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	602.75	11	1.61	18	0.512
Line Profile Sample 20 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	590.28	11	1.7	19	0.541
Line Profile Sample 21 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	581.89	11	1.79	20	0.569
Line Profile Sample 22 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	569.47	11	1.88	21	0.598
Line Profile Sample 23 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	595.89	11	1.97	22	0.626
Line Profile Sample 24 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	563.01	11	2.06	23	0.655
Line Profile Sample 25 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	552.47	11	2.14	24	0.683
Line Profile Sample 26 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	554.57	11	2.23	25	0.712
Line Profile Sample 27 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	533.45	11	2.32	26	0.74
Line Profile Sample 28 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	561.45	11	2.41	27	0.769
Line Profile Sample 29 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	566.33	11	2.5	28	0.797
Line Profile Sample 30 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	568.05	11	2.59	29	0.826
Line Profile Sample 31 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	563.12	11	2.68	30	0.854
Line Profile Sample 32 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	549.81	11	2.77	31	0.882
Line Profile Sample 33 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	566.27	11	2.86	32	0.911
Line Profile Sample 34 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	595.59	11	2.95	33	0.939
Line Profile Sample 35 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	596.26	11	3.04	34	0.968
Line Profile Sample 36 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	551.94	11	3.13	35	0.996
Line Profile Sample 37 for Lines 11	Lines 11 Profile Sample	Line Profile Sample	 8	545	11	3.14	35.13	1
