
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 7	719	4	0	0	0
Line Profile Sample 2 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 7	737.01	4	0.0894	1	0.0515
Line Profile Sample 3 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 7	764.6	4	0.179	2	0.103
Line Profile Sample 4 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 7	832.33	4	0.268	3	0.155
Line Profile Sample 5 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 7	847.41	4	0.357	4	0.206
Line Profile Sample 6 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 7	907.04	4	0.447	5	0.258
Line Profile Sample 7 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 7	926.61	4	0.536	6	0.309
Line Profile Sample 8 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 7	895.87	4	0.626	7	0.361
Line Profile Sample 9 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 7	900.61	4	0.715	8	0.412
Line Profile Sample 10 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 7	908.62	4	0.804	9	0.464
Line Profile Sample 11 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 7	921.93	4	0.894	10	0.515
Line Profile Sample 12 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 7	923.47	4	0.983	11	0.567
Line Profile Sample 13 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 7	943.84	4	1.07	12	0.618
Line Profile Sample 14 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 7	963.37	4	1.16	13	0.67
Line Profile Sample 15 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 7	995.77	4	1.25	14	0.721
Line Profile Sample 16 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 7	979.6	4	1.34	15	0.773
Line Profile Sample 17 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 7	963.14	4	1.43	16	0.824
Line Profile Sample 18 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 7	975.32	4	1.52	17	0.876
Line Profile Sample 19 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 7	1009.71	4	1.61	18	0.927
Line Profile Sample 20 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 7	1008.91	4	1.7	19	0.979
Line Profile Sample 21 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 7	995	4	1.74	19.42	1
