
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	563	21	0	0	0
Line Profile Sample 2 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	573.84	21	0.0894	1	0.045
Line Profile Sample 3 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	592.06	21	0.179	2	0.0901
Line Profile Sample 4 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	601.42	21	0.268	3	0.135
Line Profile Sample 5 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	593.18	21	0.357	4	0.18
Line Profile Sample 6 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	608.89	21	0.447	5	0.225
Line Profile Sample 7 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	611.6	21	0.536	6	0.27
Line Profile Sample 8 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	613.15	21	0.626	7	0.315
Line Profile Sample 9 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	606.16	21	0.715	8	0.36
Line Profile Sample 10 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	605.57	21	0.804	9	0.405
Line Profile Sample 11 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	610.42	21	0.894	10	0.45
Line Profile Sample 12 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	607.76	21	0.983	11	0.495
Line Profile Sample 13 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	613.81	21	1.07	12	0.54
Line Profile Sample 14 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	602.71	21	1.16	13	0.585
Line Profile Sample 15 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	607.8	21	1.25	14	0.631
Line Profile Sample 16 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	614.24	21	1.34	15	0.676
Line Profile Sample 17 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	605.1	21	1.43	16	0.721
Line Profile Sample 18 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	605.92	21	1.52	17	0.766
Line Profile Sample 19 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	611.76	21	1.61	18	0.811
Line Profile Sample 20 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	605.68	21	1.7	19	0.856
Line Profile Sample 21 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	602.14	21	1.79	20	0.901
Line Profile Sample 22 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	596.18	21	1.88	21	0.946
Line Profile Sample 23 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	575.98	21	1.97	22	0.991
Line Profile Sample 24 for Lines 21	Lines 21 Profile Sample	Line Profile Sample	 17	571	21	1.98	22.2	1
