
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	524	8	0	0	0
Line Profile Sample 2 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	547.06	8	0.0894	1	0.039
Line Profile Sample 3 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	557.91	8	0.179	2	0.0781
Line Profile Sample 4 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	574.61	8	0.268	3	0.117
Line Profile Sample 5 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	581.38	8	0.357	4	0.156
Line Profile Sample 6 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	591.14	8	0.447	5	0.195
Line Profile Sample 7 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	586.05	8	0.536	6	0.234
Line Profile Sample 8 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	588.32	8	0.626	7	0.273
Line Profile Sample 9 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	586.44	8	0.715	8	0.312
Line Profile Sample 10 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	596.2	8	0.804	9	0.351
Line Profile Sample 11 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	602.71	8	0.894	10	0.39
Line Profile Sample 12 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	603.11	8	0.983	11	0.429
Line Profile Sample 13 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	600.32	8	1.07	12	0.469
Line Profile Sample 14 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	600.24	8	1.16	13	0.508
Line Profile Sample 15 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	606.49	8	1.25	14	0.547
Line Profile Sample 16 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	602.15	8	1.34	15	0.586
Line Profile Sample 17 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	603.85	8	1.43	16	0.625
Line Profile Sample 18 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	606.95	8	1.52	17	0.664
Line Profile Sample 19 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	590.88	8	1.61	18	0.703
Line Profile Sample 20 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	591.38	8	1.7	19	0.742
Line Profile Sample 21 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	593.16	8	1.79	20	0.781
Line Profile Sample 22 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	586.04	8	1.88	21	0.82
Line Profile Sample 23 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	591.51	8	1.97	22	0.859
Line Profile Sample 24 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	576.32	8	2.06	23	0.898
Line Profile Sample 25 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	569.64	8	2.14	24	0.937
Line Profile Sample 26 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	554.89	8	2.23	25	0.976
Line Profile Sample 27 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 17	555	8	2.29	25.61	1
