
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	870	7	0	0	0
Line Profile Sample 2 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	920.33	7	0.0894	1	0.0312
Line Profile Sample 3 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	994.81	7	0.179	2	0.0625
Line Profile Sample 4 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1081.25	7	0.268	3	0.0937
Line Profile Sample 5 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1111.43	7	0.357	4	0.125
Line Profile Sample 6 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1127.63	7	0.447	5	0.156
Line Profile Sample 7 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1187.47	7	0.536	6	0.187
Line Profile Sample 8 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1227.31	7	0.626	7	0.219
Line Profile Sample 9 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1246.75	7	0.715	8	0.25
Line Profile Sample 10 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1271.02	7	0.804	9	0.281
Line Profile Sample 11 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1280.53	7	0.894	10	0.312
Line Profile Sample 12 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1258.75	7	0.983	11	0.344
Line Profile Sample 13 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1286.03	7	1.07	12	0.375
Line Profile Sample 14 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1287.21	7	1.16	13	0.406
Line Profile Sample 15 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1264.1	7	1.25	14	0.437
Line Profile Sample 16 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1245.08	7	1.34	15	0.469
Line Profile Sample 17 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1217.45	7	1.43	16	0.5
Line Profile Sample 18 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1218.7	7	1.52	17	0.531
Line Profile Sample 19 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1239.18	7	1.61	18	0.562
Line Profile Sample 20 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1168.73	7	1.7	19	0.593
Line Profile Sample 21 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1192.99	7	1.79	20	0.625
Line Profile Sample 22 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1233.59	7	1.88	21	0.656
Line Profile Sample 23 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1264.01	7	1.97	22	0.687
Line Profile Sample 24 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1285.93	7	2.06	23	0.718
Line Profile Sample 25 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1212.48	7	2.14	24	0.75
Line Profile Sample 26 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1209.98	7	2.23	25	0.781
Line Profile Sample 27 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1245.91	7	2.32	26	0.812
Line Profile Sample 28 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1245.71	7	2.41	27	0.843
Line Profile Sample 29 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1264.22	7	2.5	28	0.875
Line Profile Sample 30 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1216.95	7	2.59	29	0.906
Line Profile Sample 31 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1164.18	7	2.68	30	0.937
Line Profile Sample 32 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1101.91	7	2.77	31	0.968
Line Profile Sample 33 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1011.26	7	2.86	32	1
Line Profile Sample 34 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 8	1010	7	2.86	32.02	1
