
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 8	747	12	0	0	0
Line Profile Sample 2 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 8	863.98	12	0.0894	1	0.0614
Line Profile Sample 3 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 8	907.56	12	0.179	2	0.123
Line Profile Sample 4 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 8	909.29	12	0.268	3	0.184
Line Profile Sample 5 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 8	866.01	12	0.357	4	0.246
Line Profile Sample 6 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 8	828.89	12	0.447	5	0.307
Line Profile Sample 7 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 8	834.06	12	0.536	6	0.369
Line Profile Sample 8 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 8	884.19	12	0.626	7	0.43
Line Profile Sample 9 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 8	903.4	12	0.715	8	0.491
Line Profile Sample 10 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 8	868.25	12	0.804	9	0.553
Line Profile Sample 11 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 8	865.02	12	0.894	10	0.614
Line Profile Sample 12 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 8	902.24	12	0.983	11	0.676
Line Profile Sample 13 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 8	877.31	12	1.07	12	0.737
Line Profile Sample 14 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 8	873.6	12	1.16	13	0.799
Line Profile Sample 15 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 8	855.68	12	1.25	14	0.86
Line Profile Sample 16 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 8	877.74	12	1.34	15	0.921
Line Profile Sample 17 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 8	808.55	12	1.43	16	0.983
Line Profile Sample 18 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 8	772	12	1.45	16.28	1
