
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	531	17	0	0	0
Line Profile Sample 2 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	556.48	17	0.0894	1	0.0399
Line Profile Sample 3 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	559.1	17	0.179	2	0.0797
Line Profile Sample 4 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	576.62	17	0.268	3	0.12
Line Profile Sample 5 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	600.1	17	0.357	4	0.159
Line Profile Sample 6 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	611.62	17	0.447	5	0.199
Line Profile Sample 7 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	602.86	17	0.536	6	0.239
Line Profile Sample 8 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	610.57	17	0.626	7	0.279
Line Profile Sample 9 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	622.04	17	0.715	8	0.319
Line Profile Sample 10 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	627.46	17	0.804	9	0.359
Line Profile Sample 11 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	617.58	17	0.894	10	0.399
Line Profile Sample 12 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	643.55	17	0.983	11	0.439
Line Profile Sample 13 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	634.32	17	1.07	12	0.478
Line Profile Sample 14 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	637.13	17	1.16	13	0.518
Line Profile Sample 15 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	641.1	17	1.25	14	0.558
Line Profile Sample 16 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	650.38	17	1.34	15	0.598
Line Profile Sample 17 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	631.97	17	1.43	16	0.638
Line Profile Sample 18 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	627.38	17	1.52	17	0.678
Line Profile Sample 19 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	624.76	17	1.61	18	0.718
Line Profile Sample 20 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	628.24	17	1.7	19	0.758
Line Profile Sample 21 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	633.11	17	1.79	20	0.797
Line Profile Sample 22 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	617.39	17	1.88	21	0.837
Line Profile Sample 23 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	621.37	17	1.97	22	0.877
Line Profile Sample 24 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	606.27	17	2.06	23	0.917
Line Profile Sample 25 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	606.86	17	2.14	24	0.957
Line Profile Sample 26 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	581.37	17	2.23	25	0.997
Line Profile Sample 27 for Lines 17	Lines 17 Profile Sample	Line Profile Sample	 17	579	17	2.24	25.08	1
