
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	838	8	0	0	0
Line Profile Sample 2 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	841.21	8	0.0894	1	0.0392
Line Profile Sample 3 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	840.96	8	0.179	2	0.0784
Line Profile Sample 4 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	846.56	8	0.268	3	0.118
Line Profile Sample 5 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	930.95	8	0.357	4	0.157
Line Profile Sample 6 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	920.93	8	0.447	5	0.196
Line Profile Sample 7 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	935.37	8	0.536	6	0.235
Line Profile Sample 8 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	919.83	8	0.626	7	0.275
Line Profile Sample 9 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	927.83	8	0.715	8	0.314
Line Profile Sample 10 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	887.52	8	0.804	9	0.353
Line Profile Sample 11 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	898.27	8	0.894	10	0.392
Line Profile Sample 12 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	924.16	8	0.983	11	0.431
Line Profile Sample 13 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	935.53	8	1.07	12	0.471
Line Profile Sample 14 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	929.29	8	1.16	13	0.51
Line Profile Sample 15 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	940.23	8	1.25	14	0.549
Line Profile Sample 16 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	958.26	8	1.34	15	0.588
Line Profile Sample 17 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	884.15	8	1.43	16	0.628
Line Profile Sample 18 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	942.68	8	1.52	17	0.667
Line Profile Sample 19 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	978.94	8	1.61	18	0.706
Line Profile Sample 20 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	1004.87	8	1.7	19	0.745
Line Profile Sample 21 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	1085.83	8	1.79	20	0.784
Line Profile Sample 22 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	1148.62	8	1.88	21	0.824
Line Profile Sample 23 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	1052.2	8	1.97	22	0.863
Line Profile Sample 24 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	1004	8	2.06	23	0.902
Line Profile Sample 25 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	1014.2	8	2.14	24	0.941
Line Profile Sample 26 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	1021.62	8	2.23	25	0.981
Line Profile Sample 27 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 8	1043	8	2.28	25.5	1
