
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	503	14	0	0	0
Line Profile Sample 2 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	515.64	14	0.0894	1	0.039
Line Profile Sample 3 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	531.31	14	0.179	2	0.0781
Line Profile Sample 4 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	539.14	14	0.268	3	0.117
Line Profile Sample 5 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	551.48	14	0.357	4	0.156
Line Profile Sample 6 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	536.64	14	0.447	5	0.195
Line Profile Sample 7 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	552.27	14	0.536	6	0.234
Line Profile Sample 8 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	562.59	14	0.626	7	0.273
Line Profile Sample 9 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	561.79	14	0.715	8	0.312
Line Profile Sample 10 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	557.08	14	0.804	9	0.351
Line Profile Sample 11 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	560.1	14	0.894	10	0.39
Line Profile Sample 12 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	558.97	14	0.983	11	0.429
Line Profile Sample 13 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	562.25	14	1.07	12	0.469
Line Profile Sample 14 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	561.97	14	1.16	13	0.508
Line Profile Sample 15 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	564.21	14	1.25	14	0.547
Line Profile Sample 16 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	562.53	14	1.34	15	0.586
Line Profile Sample 17 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	555.58	14	1.43	16	0.625
Line Profile Sample 18 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	558.39	14	1.52	17	0.664
Line Profile Sample 19 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	560.82	14	1.61	18	0.703
Line Profile Sample 20 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	549.47	14	1.7	19	0.742
Line Profile Sample 21 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	559.08	14	1.79	20	0.781
Line Profile Sample 22 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	563.89	14	1.88	21	0.82
Line Profile Sample 23 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	574.89	14	1.97	22	0.859
Line Profile Sample 24 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	565.44	14	2.06	23	0.898
Line Profile Sample 25 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	569.46	14	2.14	24	0.937
Line Profile Sample 26 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	570.22	14	2.23	25	0.976
Line Profile Sample 27 for Lines 14	Lines 14 Profile Sample	Line Profile Sample	 17	576	14	2.29	25.61	1
