
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2403	12	0	0	0
Line Profile Sample 2 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2528.09	12	0.0894	1	0.0445
Line Profile Sample 3 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2509.71	12	0.179	2	0.089
Line Profile Sample 4 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2484.52	12	0.268	3	0.133
Line Profile Sample 5 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2489.71	12	0.357	4	0.178
Line Profile Sample 6 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2500.28	12	0.447	5	0.222
Line Profile Sample 7 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2522.57	12	0.536	6	0.267
Line Profile Sample 8 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2547.44	12	0.626	7	0.311
Line Profile Sample 9 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2533.89	12	0.715	8	0.356
Line Profile Sample 10 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2552.02	12	0.804	9	0.4
Line Profile Sample 11 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2636.75	12	0.894	10	0.445
Line Profile Sample 12 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2647.63	12	0.983	11	0.489
Line Profile Sample 13 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2610.85	12	1.07	12	0.534
Line Profile Sample 14 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2577.09	12	1.16	13	0.578
Line Profile Sample 15 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2548.99	12	1.25	14	0.623
Line Profile Sample 16 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2538.53	12	1.34	15	0.667
Line Profile Sample 17 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2429.78	12	1.43	16	0.712
Line Profile Sample 18 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2442.84	12	1.52	17	0.756
Line Profile Sample 19 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2358.09	12	1.61	18	0.801
Line Profile Sample 20 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2279.96	12	1.7	19	0.845
Line Profile Sample 21 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2321.04	12	1.79	20	0.89
Line Profile Sample 22 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2322.37	12	1.88	21	0.934
Line Profile Sample 23 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2325.67	12	1.97	22	0.979
Line Profile Sample 24 for Lines 12	Lines 12 Profile Sample	Line Profile Sample	 21	2375	12	2.01	22.47	1
