
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	552	25	0	0	0
Line Profile Sample 2 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	559.87	25	0.0894	1	0.0443
Line Profile Sample 3 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	575.61	25	0.179	2	0.0886
Line Profile Sample 4 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	579.96	25	0.268	3	0.133
Line Profile Sample 5 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	586.46	25	0.357	4	0.177
Line Profile Sample 6 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	578.86	25	0.447	5	0.222
Line Profile Sample 7 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	589.15	25	0.536	6	0.266
Line Profile Sample 8 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	598.91	25	0.626	7	0.31
Line Profile Sample 9 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	585.06	25	0.715	8	0.355
Line Profile Sample 10 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	592.26	25	0.804	9	0.399
Line Profile Sample 11 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	594.49	25	0.894	10	0.443
Line Profile Sample 12 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	597.22	25	0.983	11	0.488
Line Profile Sample 13 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	606.23	25	1.07	12	0.532
Line Profile Sample 14 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	600.26	25	1.16	13	0.576
Line Profile Sample 15 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	601.52	25	1.25	14	0.621
Line Profile Sample 16 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	598.14	25	1.34	15	0.665
Line Profile Sample 17 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	591.85	25	1.43	16	0.709
Line Profile Sample 18 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	593.66	25	1.52	17	0.754
Line Profile Sample 19 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	594.78	25	1.61	18	0.798
Line Profile Sample 20 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	592.13	25	1.7	19	0.842
Line Profile Sample 21 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	592.43	25	1.79	20	0.886
Line Profile Sample 22 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	584.87	25	1.88	21	0.931
Line Profile Sample 23 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	585.3	25	1.97	22	0.975
Line Profile Sample 24 for Lines 25	Lines 25 Profile Sample	Line Profile Sample	 17	595	25	2.02	22.56	1
