
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2339	7	0	0	0
Line Profile Sample 2 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2471.67	7	0.0894	1	0.047
Line Profile Sample 3 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2612.13	7	0.179	2	0.0941
Line Profile Sample 4 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2687.54	7	0.268	3	0.141
Line Profile Sample 5 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2717.39	7	0.357	4	0.188
Line Profile Sample 6 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2759.79	7	0.447	5	0.235
Line Profile Sample 7 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2821.96	7	0.536	6	0.282
Line Profile Sample 8 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2799.53	7	0.626	7	0.329
Line Profile Sample 9 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2827.07	7	0.715	8	0.376
Line Profile Sample 10 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2803.04	7	0.804	9	0.423
Line Profile Sample 11 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2797.72	7	0.894	10	0.47
Line Profile Sample 12 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2768.04	7	0.983	11	0.517
Line Profile Sample 13 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2813.89	7	1.07	12	0.564
Line Profile Sample 14 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2884.42	7	1.16	13	0.611
Line Profile Sample 15 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2848.55	7	1.25	14	0.659
Line Profile Sample 16 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2872.28	7	1.34	15	0.706
Line Profile Sample 17 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2910.44	7	1.43	16	0.753
Line Profile Sample 18 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2802.56	7	1.52	17	0.8
Line Profile Sample 19 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2793.16	7	1.61	18	0.847
Line Profile Sample 20 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2653.1	7	1.7	19	0.894
Line Profile Sample 21 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2541.1	7	1.79	20	0.941
Line Profile Sample 22 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2355.19	7	1.88	21	0.988
Line Profile Sample 23 for Lines 7	Lines 7 Profile Sample	Line Profile Sample	 23	2324	7	1.9	21.26	1
