
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	494	4	0	0	0
Line Profile Sample 2 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	520.54	4	0.0894	1	0.0328
Line Profile Sample 3 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	555.91	4	0.179	2	0.0657
Line Profile Sample 4 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	563.86	4	0.268	3	0.0985
Line Profile Sample 5 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	578.59	4	0.357	4	0.131
Line Profile Sample 6 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	593.27	4	0.447	5	0.164
Line Profile Sample 7 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	600.72	4	0.536	6	0.197
Line Profile Sample 8 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	619.34	4	0.626	7	0.23
Line Profile Sample 9 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	642.52	4	0.715	8	0.263
Line Profile Sample 10 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	651.78	4	0.804	9	0.295
Line Profile Sample 11 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	690.19	4	0.894	10	0.328
Line Profile Sample 12 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	710.1	4	0.983	11	0.361
Line Profile Sample 13 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	726.84	4	1.07	12	0.394
Line Profile Sample 14 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	753.58	4	1.16	13	0.427
Line Profile Sample 15 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	758.34	4	1.25	14	0.46
Line Profile Sample 16 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	752.89	4	1.34	15	0.492
Line Profile Sample 17 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	750.65	4	1.43	16	0.525
Line Profile Sample 18 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	758.29	4	1.52	17	0.558
Line Profile Sample 19 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	765.87	4	1.61	18	0.591
Line Profile Sample 20 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	767.28	4	1.7	19	0.624
Line Profile Sample 21 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	773.67	4	1.79	20	0.657
Line Profile Sample 22 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	776.49	4	1.88	21	0.689
Line Profile Sample 23 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	770.46	4	1.97	22	0.722
Line Profile Sample 24 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	759.11	4	2.06	23	0.755
Line Profile Sample 25 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	750.74	4	2.14	24	0.788
Line Profile Sample 26 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	772.92	4	2.23	25	0.821
Line Profile Sample 27 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	760.03	4	2.32	26	0.853
Line Profile Sample 28 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	766.4	4	2.41	27	0.886
Line Profile Sample 29 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	780.19	4	2.5	28	0.919
Line Profile Sample 30 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	759.58	4	2.59	29	0.952
Line Profile Sample 31 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	755.99	4	2.68	30	0.985
Line Profile Sample 32 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 13	763	4	2.72	30.46	1
