
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	542	20	0	0	0
Line Profile Sample 2 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	533.18	20	0.0894	1	0.045
Line Profile Sample 3 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	551.34	20	0.179	2	0.0901
Line Profile Sample 4 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	644.72	20	0.268	3	0.135
Line Profile Sample 5 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	721.04	20	0.357	4	0.18
Line Profile Sample 6 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	746.04	20	0.447	5	0.225
Line Profile Sample 7 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	746.59	20	0.536	6	0.27
Line Profile Sample 8 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	696.21	20	0.626	7	0.315
Line Profile Sample 9 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	705.43	20	0.715	8	0.36
Line Profile Sample 10 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	729.49	20	0.804	9	0.405
Line Profile Sample 11 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	696.25	20	0.894	10	0.45
Line Profile Sample 12 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	715.01	20	0.983	11	0.495
Line Profile Sample 13 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	702.29	20	1.07	12	0.54
Line Profile Sample 14 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	696.54	20	1.16	13	0.585
Line Profile Sample 15 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	682.52	20	1.25	14	0.631
Line Profile Sample 16 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	685.58	20	1.34	15	0.676
Line Profile Sample 17 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	667.04	20	1.43	16	0.721
Line Profile Sample 18 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	664.27	20	1.52	17	0.766
Line Profile Sample 19 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	625.23	20	1.61	18	0.811
Line Profile Sample 20 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	612.24	20	1.7	19	0.856
Line Profile Sample 21 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	603.26	20	1.79	20	0.901
Line Profile Sample 22 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	601.39	20	1.88	21	0.946
Line Profile Sample 23 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	514.06	20	1.97	22	0.991
Line Profile Sample 24 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 8	497	20	1.98	22.2	1
