
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	948	2	0	0	0
Line Profile Sample 2 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	951.96	2	0.0894	1	0.0333
Line Profile Sample 3 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	950.4	2	0.179	2	0.0667
Line Profile Sample 4 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	938.68	2	0.268	3	0.1
Line Profile Sample 5 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	946.12	2	0.357	4	0.133
Line Profile Sample 6 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	948	2	0.447	5	0.167
Line Profile Sample 7 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	928.44	2	0.536	6	0.2
Line Profile Sample 8 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	923.44	2	0.626	7	0.233
Line Profile Sample 9 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	936.48	2	0.715	8	0.267
Line Profile Sample 10 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	960.24	2	0.804	9	0.3
Line Profile Sample 11 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	971	2	0.894	10	0.333
Line Profile Sample 12 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	972.6	2	0.983	11	0.367
Line Profile Sample 13 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	953.2	2	1.07	12	0.4
Line Profile Sample 14 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	933.72	2	1.16	13	0.433
Line Profile Sample 15 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	945.2	2	1.25	14	0.467
Line Profile Sample 16 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	953.01	2	1.34	15	0.5
Line Profile Sample 17 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	964.52	2	1.43	16	0.533
Line Profile Sample 18 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	959.6	2	1.52	17	0.567
Line Profile Sample 19 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	942.01	2	1.61	18	0.6
Line Profile Sample 20 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	946.03	2	1.7	19	0.633
Line Profile Sample 21 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	973	2	1.79	20	0.667
Line Profile Sample 22 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	998.56	2	1.88	21	0.7
Line Profile Sample 23 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	966.89	2	1.97	22	0.733
Line Profile Sample 24 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	984.71	2	2.06	23	0.767
Line Profile Sample 25 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	1002.89	2	2.14	24	0.8
Line Profile Sample 26 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	982.01	2	2.23	25	0.833
Line Profile Sample 27 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	979.28	2	2.32	26	0.867
Line Profile Sample 28 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	964.46	2	2.41	27	0.9
Line Profile Sample 29 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	925.25	2	2.5	28	0.933
Line Profile Sample 30 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	934.59	2	2.59	29	0.967
Line Profile Sample 31 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	938.01	2	2.68	30	1
Line Profile Sample 32 for Lines 2	Lines 2 Profile Sample	Line Profile Sample	 7	938	2	2.68	30	1
