
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	320	3	0	0	0
Line Profile Sample 2 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	374	3	0.0894	1	0.0485
Line Profile Sample 3 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	396.32	3	0.179	2	0.097
Line Profile Sample 4 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	421.88	3	0.268	3	0.146
Line Profile Sample 5 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	418.61	3	0.357	4	0.194
Line Profile Sample 6 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	433.35	3	0.447	5	0.243
Line Profile Sample 7 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	440.92	3	0.536	6	0.291
Line Profile Sample 8 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	431.21	3	0.626	7	0.34
Line Profile Sample 9 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	428.42	3	0.715	8	0.388
Line Profile Sample 10 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	430.42	3	0.804	9	0.437
Line Profile Sample 11 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	432.87	3	0.894	10	0.485
Line Profile Sample 12 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	424.72	3	0.983	11	0.534
Line Profile Sample 13 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	433.62	3	1.07	12	0.582
Line Profile Sample 14 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	433.14	3	1.16	13	0.631
Line Profile Sample 15 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	423.53	3	1.25	14	0.679
Line Profile Sample 16 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	411.57	3	1.34	15	0.728
Line Profile Sample 17 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	407.18	3	1.43	16	0.776
Line Profile Sample 18 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	391.35	3	1.52	17	0.825
Line Profile Sample 19 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	353.41	3	1.61	18	0.873
Line Profile Sample 20 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	316.49	3	1.7	19	0.922
Line Profile Sample 21 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	286.69	3	1.79	20	0.97
Line Profile Sample 22 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	273	3	1.84	20.62	1
Line Profile Sample 1 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	320	3	0	0	0
Line Profile Sample 2 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	374	3	0.0894	1	0.0485
Line Profile Sample 3 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	396.32	3	0.179	2	0.097
Line Profile Sample 4 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	421.88	3	0.268	3	0.146
Line Profile Sample 5 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	418.61	3	0.357	4	0.194
Line Profile Sample 6 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	433.35	3	0.447	5	0.243
Line Profile Sample 7 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	440.92	3	0.536	6	0.291
Line Profile Sample 8 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	431.21	3	0.626	7	0.34
Line Profile Sample 9 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	428.42	3	0.715	8	0.388
Line Profile Sample 10 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	430.42	3	0.804	9	0.437
Line Profile Sample 11 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	432.87	3	0.894	10	0.485
Line Profile Sample 12 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	424.72	3	0.983	11	0.534
Line Profile Sample 13 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	433.62	3	1.07	12	0.582
Line Profile Sample 14 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	433.14	3	1.16	13	0.631
Line Profile Sample 15 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	423.53	3	1.25	14	0.679
Line Profile Sample 16 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	411.57	3	1.34	15	0.728
Line Profile Sample 17 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	407.18	3	1.43	16	0.776
Line Profile Sample 18 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	391.35	3	1.52	17	0.825
Line Profile Sample 19 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	353.41	3	1.61	18	0.873
Line Profile Sample 20 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	316.49	3	1.7	19	0.922
Line Profile Sample 21 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	286.69	3	1.79	20	0.97
Line Profile Sample 22 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 12	273	3	1.84	20.62	1
