
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	548	15	0	0	0
Line Profile Sample 2 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	534.36	15	0.0894	1	0.0383
Line Profile Sample 3 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	549.53	15	0.179	2	0.0767
Line Profile Sample 4 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	565.84	15	0.268	3	0.115
Line Profile Sample 5 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	580.9	15	0.357	4	0.153
Line Profile Sample 6 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	588.16	15	0.447	5	0.192
Line Profile Sample 7 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	595.44	15	0.536	6	0.23
Line Profile Sample 8 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	618.15	15	0.626	7	0.268
Line Profile Sample 9 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	617.96	15	0.715	8	0.307
Line Profile Sample 10 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	624.46	15	0.804	9	0.345
Line Profile Sample 11 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	617.16	15	0.894	10	0.383
Line Profile Sample 12 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	610.15	15	0.983	11	0.422
Line Profile Sample 13 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	623.14	15	1.07	12	0.46
Line Profile Sample 14 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	630.02	15	1.16	13	0.499
Line Profile Sample 15 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	619.63	15	1.25	14	0.537
Line Profile Sample 16 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	624.52	15	1.34	15	0.575
Line Profile Sample 17 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	638.84	15	1.43	16	0.614
Line Profile Sample 18 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	631.72	15	1.52	17	0.652
Line Profile Sample 19 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	623.89	15	1.61	18	0.69
Line Profile Sample 20 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	624.97	15	1.7	19	0.729
Line Profile Sample 21 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	636.05	15	1.79	20	0.767
Line Profile Sample 22 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	626.85	15	1.88	21	0.805
Line Profile Sample 23 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	618.63	15	1.97	22	0.844
Line Profile Sample 24 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	609.69	15	2.06	23	0.882
Line Profile Sample 25 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	601.2	15	2.14	24	0.92
Line Profile Sample 26 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	601.54	15	2.23	25	0.959
Line Profile Sample 27 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	580.98	15	2.32	26	0.997
Line Profile Sample 28 for Lines 15	Lines 15 Profile Sample	Line Profile Sample	 17	580	15	2.33	26.08	1
