
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1452	3	0	0	0
Line Profile Sample 2 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1535.81	3	0.0894	1	0.0392
Line Profile Sample 3 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1428.74	3	0.179	2	0.0784
Line Profile Sample 4 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1337.76	3	0.268	3	0.118
Line Profile Sample 5 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1333.1	3	0.357	4	0.157
Line Profile Sample 6 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1349.59	3	0.447	5	0.196
Line Profile Sample 7 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1395.39	3	0.536	6	0.235
Line Profile Sample 8 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1423.81	3	0.626	7	0.275
Line Profile Sample 9 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1464.7	3	0.715	8	0.314
Line Profile Sample 10 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1538.68	3	0.804	9	0.353
Line Profile Sample 11 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1502.11	3	0.894	10	0.392
Line Profile Sample 12 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1508.52	3	0.983	11	0.431
Line Profile Sample 13 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1471.61	3	1.07	12	0.471
Line Profile Sample 14 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1461.4	3	1.16	13	0.51
Line Profile Sample 15 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1456.99	3	1.25	14	0.549
Line Profile Sample 16 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1458.83	3	1.34	15	0.588
Line Profile Sample 17 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1465.25	3	1.43	16	0.628
Line Profile Sample 18 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1504.3	3	1.52	17	0.667
Line Profile Sample 19 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1564.78	3	1.61	18	0.706
Line Profile Sample 20 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1596.49	3	1.7	19	0.745
Line Profile Sample 21 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1612.86	3	1.79	20	0.784
Line Profile Sample 22 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1540.67	3	1.88	21	0.824
Line Profile Sample 23 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1456.03	3	1.97	22	0.863
Line Profile Sample 24 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1413.18	3	2.06	23	0.902
Line Profile Sample 25 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1392.11	3	2.14	24	0.941
Line Profile Sample 26 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1397.65	3	2.23	25	0.981
Line Profile Sample 27 for Lines 3	Lines 3 Profile Sample	Line Profile Sample	 7	1424	3	2.28	25.5	1
