av_intensity,stdev_intensity,av_distance,stdev_distance
0.23281066601390077,0.2763532627360572,0.02013435582822086,0.020461189942733164
0.42787994700693316,0.25252086840391197,0.08816,0.016440964770372973
0.5213088485846008,0.2293349809526379,0.14685365853658536,0.016437004895905483
0.5890845607289049,0.2517742463692137,0.20692307692307693,0.018041990378440582
0.6498747621731664,0.22710930441580165,0.2655546218487395,0.016671145009120154
0.6805790950127748,0.24348465680649362,0.3238968253968254,0.017406127364846837
0.6847080534754839,0.2321346662658597,0.3833412698412698,0.017020064722985145
0.6928447042270539,0.2778106550898275,0.44373228346456695,0.016926755761734826
0.7111010195545969,0.26952780332701276,0.5004553571428572,0.01554237937473079
0.6990805068539956,0.2765805064861273,0.5586518518518518,0.01843274119705446
0.677117258400969,0.28968665892616136,0.619396694214876,0.01621135370599003
0.7015449135422547,0.2745726285361809,0.6781200000000001,0.01697037266494451
0.6836212066976254,0.2554866196263747,0.7346782608695652,0.01589082700534515
0.6703073251431134,0.2733369911013949,0.7938731343283583,0.018228054739214624
0.5918527914216659,0.24930568734373942,0.8544180327868852,0.01687721343374471
0.5569118885333317,0.270229084929973,0.9136377952755905,0.017585017654078803
0.46685109254703916,0.2910181907219881,0.9834878048780488,0.018875134009678184
