
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	1226	4	0	0	0
Line Profile Sample 2 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	1440.2	4	0.0894	1	0.0356
Line Profile Sample 3 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	1660.25	4	0.179	2	0.0712
Line Profile Sample 4 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	1906.67	4	0.268	3	0.107
Line Profile Sample 5 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2219.65	4	0.357	4	0.142
Line Profile Sample 6 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2397.51	4	0.447	5	0.178
Line Profile Sample 7 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2470.68	4	0.536	6	0.214
Line Profile Sample 8 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2495.6	4	0.626	7	0.249
Line Profile Sample 9 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2423.22	4	0.715	8	0.285
Line Profile Sample 10 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2503.87	4	0.804	9	0.321
Line Profile Sample 11 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2511.45	4	0.894	10	0.356
Line Profile Sample 12 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2556.31	4	0.983	11	0.392
Line Profile Sample 13 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2532.61	4	1.07	12	0.427
Line Profile Sample 14 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2578.68	4	1.16	13	0.463
Line Profile Sample 15 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2680.1	4	1.25	14	0.499
Line Profile Sample 16 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2675.33	4	1.34	15	0.534
Line Profile Sample 17 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2845.66	4	1.43	16	0.57
Line Profile Sample 18 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2785.8	4	1.52	17	0.606
Line Profile Sample 19 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2786.45	4	1.61	18	0.641
Line Profile Sample 20 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2622.9	4	1.7	19	0.677
Line Profile Sample 21 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2626.39	4	1.79	20	0.712
Line Profile Sample 22 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2583.55	4	1.88	21	0.748
Line Profile Sample 23 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2624.48	4	1.97	22	0.784
Line Profile Sample 24 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2764.04	4	2.06	23	0.819
Line Profile Sample 25 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2777.67	4	2.14	24	0.855
Line Profile Sample 26 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2714.48	4	2.23	25	0.891
Line Profile Sample 27 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2546.82	4	2.32	26	0.926
Line Profile Sample 28 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	2101.27	4	2.41	27	0.962
Line Profile Sample 29 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	1763.89	4	2.5	28	0.997
Line Profile Sample 30 for Lines 4	Lines 4 Profile Sample	Line Profile Sample	 16	1741	4	2.51	28.07	1
