
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1208	5	0	0	0
Line Profile Sample 2 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1285.77	5	0.0894	1	0.0468
Line Profile Sample 3 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1315.9	5	0.179	2	0.0936
Line Profile Sample 4 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1331.95	5	0.268	3	0.14
Line Profile Sample 5 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1300.44	5	0.357	4	0.187
Line Profile Sample 6 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1239.12	5	0.447	5	0.234
Line Profile Sample 7 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1117.11	5	0.536	6	0.281
Line Profile Sample 8 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1109.53	5	0.626	7	0.327
Line Profile Sample 9 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1081.74	5	0.715	8	0.374
Line Profile Sample 10 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1011.63	5	0.804	9	0.421
Line Profile Sample 11 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1044.55	5	0.894	10	0.468
Line Profile Sample 12 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1054.19	5	0.983	11	0.515
Line Profile Sample 13 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1058.22	5	1.07	12	0.561
Line Profile Sample 14 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1057.11	5	1.16	13	0.608
Line Profile Sample 15 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1062.32	5	1.25	14	0.655
Line Profile Sample 16 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1073.89	5	1.34	15	0.702
Line Profile Sample 17 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1065.52	5	1.43	16	0.748
Line Profile Sample 18 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1057.46	5	1.52	17	0.795
Line Profile Sample 19 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1048.74	5	1.61	18	0.842
Line Profile Sample 20 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1110.61	5	1.7	19	0.889
Line Profile Sample 21 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1147.06	5	1.79	20	0.936
Line Profile Sample 22 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1164.43	5	1.88	21	0.982
Line Profile Sample 23 for Lines 5	Lines 5 Profile Sample	Line Profile Sample	 7	1173	5	1.91	21.38	1
