av_intensity,stdev_intensity,av_distance,stdev_distance
0.46604068542009364,0.39805449842245355,0.017729166666666667,0.018888839105504162
0.40342261596743145,0.3495933946314467,0.07644444444444444,0.01520527084395107
0.4446666701594699,0.3222220920896459,0.12178571428571429,0.011074423558039365
0.4082624168495191,0.2665451494686526,0.17055,0.016187958487715492
0.3827684620407664,0.2442546401468083,0.2256315789473684,0.015906709018928638
0.3382810755366746,0.22311996022832484,0.275375,0.013899040734285698
0.37366093043153875,0.2920241199558591,0.3228888888888889,0.014249412325916713
0.3296936709988057,0.22866311592623845,0.3764736842105263,0.01465669517491214
0.34236930250614905,0.2486036249831604,0.4223571428571428,0.009459282318338012
0.3173444533019995,0.22451461577212403,0.47295238095238096,0.016129092319396608
0.22697510303719476,0.2066425746117376,0.5255000000000001,0.012899612397277691
0.28050592538748065,0.2869983374231205,0.573,0.014648830509433743
0.25668693461285025,0.2408758438278248,0.6245555555555555,0.013946208517950108
0.3306797555072814,0.2242563225761176,0.67325,0.013086889113409108
0.34272828887255496,0.2289731907785268,0.7237,0.01678062792878178
0.43428975430039624,0.30745178878082186,0.7785263157894737,0.014930834690713173
0.4719425851004632,0.3180332501771871,0.8278666666666666,0.010815773314051669
0.49100217660001194,0.245317236217681,0.8744444444444445,0.014378178818744439
0.6132655712720417,0.2826408892973147,0.92835,0.01648372402992527
0.5662519401778421,0.30006939098911245,0.9877857142857143,0.014601768393302251
