
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	1753	24	0	0	0
Line Profile Sample 2 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	1805.12	24	0.0894	1	0.0378
Line Profile Sample 3 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	1926.82	24	0.179	2	0.0755
Line Profile Sample 4 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	1933.17	24	0.268	3	0.113
Line Profile Sample 5 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	1972.46	24	0.357	4	0.151
Line Profile Sample 6 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	2082.62	24	0.447	5	0.189
Line Profile Sample 7 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	2108.74	24	0.536	6	0.227
Line Profile Sample 8 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	2085.59	24	0.626	7	0.264
Line Profile Sample 9 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	2102.21	24	0.715	8	0.302
Line Profile Sample 10 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	2080.53	24	0.804	9	0.34
Line Profile Sample 11 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	2042.74	24	0.894	10	0.378
Line Profile Sample 12 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	2034.89	24	0.983	11	0.415
Line Profile Sample 13 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	1981.48	24	1.07	12	0.453
Line Profile Sample 14 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	1871.81	24	1.16	13	0.491
Line Profile Sample 15 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	1741.98	24	1.25	14	0.529
Line Profile Sample 16 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	1714.51	24	1.34	15	0.567
Line Profile Sample 17 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	1671.39	24	1.43	16	0.604
Line Profile Sample 18 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	1734.89	24	1.52	17	0.642
Line Profile Sample 19 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	1825.22	24	1.61	18	0.68
Line Profile Sample 20 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	1894.07	24	1.7	19	0.718
Line Profile Sample 21 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	1978.4	24	1.79	20	0.755
Line Profile Sample 22 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	2019.09	24	1.88	21	0.793
Line Profile Sample 23 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	2044.19	24	1.97	22	0.831
Line Profile Sample 24 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	2039.21	24	2.06	23	0.869
Line Profile Sample 25 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	2064.94	24	2.14	24	0.906
Line Profile Sample 26 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	2045.51	24	2.23	25	0.944
Line Profile Sample 27 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	2000.93	24	2.32	26	0.982
Line Profile Sample 28 for Lines 24	Lines 24 Profile Sample	Line Profile Sample	 17	1997	24	2.37	26.48	1
