
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1784	1	0	0	0
Line Profile Sample 2 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1906.73	1	0.0894	1	0.0352
Line Profile Sample 3 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1892.41	1	0.179	2	0.0704
Line Profile Sample 4 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1929.74	1	0.268	3	0.106
Line Profile Sample 5 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1963.8	1	0.357	4	0.141
Line Profile Sample 6 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1908.09	1	0.447	5	0.176
Line Profile Sample 7 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1994.07	1	0.536	6	0.211
Line Profile Sample 8 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	2054.48	1	0.626	7	0.246
Line Profile Sample 9 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1971.91	1	0.715	8	0.281
Line Profile Sample 10 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1919.2	1	0.804	9	0.317
Line Profile Sample 11 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1950.09	1	0.894	10	0.352
Line Profile Sample 12 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1969.81	1	0.983	11	0.387
Line Profile Sample 13 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	2008.31	1	1.07	12	0.422
Line Profile Sample 14 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	2043.75	1	1.16	13	0.457
Line Profile Sample 15 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	2012.4	1	1.25	14	0.493
Line Profile Sample 16 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	2022.47	1	1.34	15	0.528
Line Profile Sample 17 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1981.06	1	1.43	16	0.563
Line Profile Sample 18 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1926.92	1	1.52	17	0.598
Line Profile Sample 19 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1940.98	1	1.61	18	0.633
Line Profile Sample 20 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1891.32	1	1.7	19	0.668
Line Profile Sample 21 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1929.75	1	1.79	20	0.704
Line Profile Sample 22 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1935.52	1	1.88	21	0.739
Line Profile Sample 23 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1971.44	1	1.97	22	0.774
Line Profile Sample 24 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1944.02	1	2.06	23	0.809
Line Profile Sample 25 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1870.53	1	2.14	24	0.844
Line Profile Sample 26 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1789.67	1	2.23	25	0.879
Line Profile Sample 27 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1775.27	1	2.32	26	0.915
Line Profile Sample 28 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1695.87	1	2.41	27	0.95
Line Profile Sample 29 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1608.64	1	2.5	28	0.985
Line Profile Sample 30 for Lines 1	Lines 1 Profile Sample	Line Profile Sample	 4	1530	1	2.54	28.43	1
