
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 90	Lines 90 Profile Sample	925	 13	90	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 90	Lines 90 Profile Sample	924.58	 13	90	0.0894	1	0.0639	Line Profile Sample
Line Profile Sample 3 for Lines 90	Lines 90 Profile Sample	897.14	 13	90	0.179	2	0.128	Line Profile Sample
Line Profile Sample 4 for Lines 90	Lines 90 Profile Sample	859.99	 13	90	0.268	3	0.192	Line Profile Sample
Line Profile Sample 5 for Lines 90	Lines 90 Profile Sample	829.57	 13	90	0.357	4	0.256	Line Profile Sample
Line Profile Sample 6 for Lines 90	Lines 90 Profile Sample	829.67	 13	90	0.447	5	0.319	Line Profile Sample
Line Profile Sample 7 for Lines 90	Lines 90 Profile Sample	830.12	 13	90	0.536	6	0.383	Line Profile Sample
Line Profile Sample 8 for Lines 90	Lines 90 Profile Sample	822.42	 13	90	0.626	7	0.447	Line Profile Sample
Line Profile Sample 9 for Lines 90	Lines 90 Profile Sample	829.68	 13	90	0.715	8	0.511	Line Profile Sample
Line Profile Sample 10 for Lines 90	Lines 90 Profile Sample	839.25	 13	90	0.804	9	0.575	Line Profile Sample
Line Profile Sample 11 for Lines 90	Lines 90 Profile Sample	839.61	 13	90	0.894	10	0.639	Line Profile Sample
Line Profile Sample 12 for Lines 90	Lines 90 Profile Sample	852.87	 13	90	0.983	11	0.703	Line Profile Sample
Line Profile Sample 13 for Lines 90	Lines 90 Profile Sample	881.96	 13	90	1.07	12	0.767	Line Profile Sample
Line Profile Sample 14 for Lines 90	Lines 90 Profile Sample	908.19	 13	90	1.16	13	0.831	Line Profile Sample
Line Profile Sample 15 for Lines 90	Lines 90 Profile Sample	937.09	 13	90	1.25	14	0.894	Line Profile Sample
Line Profile Sample 16 for Lines 90	Lines 90 Profile Sample	976.4	 13	90	1.34	15	0.958	Line Profile Sample
Line Profile Sample 17 for Lines 90	Lines 90 Profile Sample	1010	 13	90	1.4	15.65	1	Line Profile Sample
