
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 12	Lines 12 Profile Sample	1536	 3	12	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 12	Lines 12 Profile Sample	1588.93	 3	12	0.0894	1	0.0485	Line Profile Sample
Line Profile Sample 3 for Lines 12	Lines 12 Profile Sample	1627.18	 3	12	0.179	2	0.097	Line Profile Sample
Line Profile Sample 4 for Lines 12	Lines 12 Profile Sample	1641.57	 3	12	0.268	3	0.146	Line Profile Sample
Line Profile Sample 5 for Lines 12	Lines 12 Profile Sample	1689.37	 3	12	0.357	4	0.194	Line Profile Sample
Line Profile Sample 6 for Lines 12	Lines 12 Profile Sample	1720.49	 3	12	0.447	5	0.243	Line Profile Sample
Line Profile Sample 7 for Lines 12	Lines 12 Profile Sample	1730.04	 3	12	0.536	6	0.291	Line Profile Sample
Line Profile Sample 8 for Lines 12	Lines 12 Profile Sample	1757.48	 3	12	0.626	7	0.34	Line Profile Sample
Line Profile Sample 9 for Lines 12	Lines 12 Profile Sample	1791.25	 3	12	0.715	8	0.388	Line Profile Sample
Line Profile Sample 10 for Lines 12	Lines 12 Profile Sample	1788.34	 3	12	0.804	9	0.437	Line Profile Sample
Line Profile Sample 11 for Lines 12	Lines 12 Profile Sample	1795.11	 3	12	0.894	10	0.485	Line Profile Sample
Line Profile Sample 12 for Lines 12	Lines 12 Profile Sample	1780.06	 3	12	0.983	11	0.534	Line Profile Sample
Line Profile Sample 13 for Lines 12	Lines 12 Profile Sample	1795.88	 3	12	1.07	12	0.582	Line Profile Sample
Line Profile Sample 14 for Lines 12	Lines 12 Profile Sample	1776.4	 3	12	1.16	13	0.631	Line Profile Sample
Line Profile Sample 15 for Lines 12	Lines 12 Profile Sample	1765.42	 3	12	1.25	14	0.679	Line Profile Sample
Line Profile Sample 16 for Lines 12	Lines 12 Profile Sample	1762.28	 3	12	1.34	15	0.728	Line Profile Sample
Line Profile Sample 17 for Lines 12	Lines 12 Profile Sample	1772.75	 3	12	1.43	16	0.776	Line Profile Sample
Line Profile Sample 18 for Lines 12	Lines 12 Profile Sample	1752.53	 3	12	1.52	17	0.825	Line Profile Sample
Line Profile Sample 19 for Lines 12	Lines 12 Profile Sample	1733.42	 3	12	1.61	18	0.873	Line Profile Sample
Line Profile Sample 20 for Lines 12	Lines 12 Profile Sample	1689.71	 3	12	1.7	19	0.922	Line Profile Sample
Line Profile Sample 21 for Lines 12	Lines 12 Profile Sample	1665.3	 3	12	1.79	20	0.97	Line Profile Sample
Line Profile Sample 22 for Lines 12	Lines 12 Profile Sample	1647	 3	12	1.84	20.62	1	Line Profile Sample
