
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 45	Lines 45 Profile Sample	1116	 7	45	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 45	Lines 45 Profile Sample	1202.16	 7	45	0.0894	1	0.0544	Line Profile Sample
Line Profile Sample 3 for Lines 45	Lines 45 Profile Sample	1238.3	 7	45	0.179	2	0.109	Line Profile Sample
Line Profile Sample 4 for Lines 45	Lines 45 Profile Sample	1273.21	 7	45	0.268	3	0.163	Line Profile Sample
Line Profile Sample 5 for Lines 45	Lines 45 Profile Sample	1314.38	 7	45	0.357	4	0.218	Line Profile Sample
Line Profile Sample 6 for Lines 45	Lines 45 Profile Sample	1345.06	 7	45	0.447	5	0.272	Line Profile Sample
Line Profile Sample 7 for Lines 45	Lines 45 Profile Sample	1362.2	 7	45	0.536	6	0.326	Line Profile Sample
Line Profile Sample 8 for Lines 45	Lines 45 Profile Sample	1357.02	 7	45	0.626	7	0.381	Line Profile Sample
Line Profile Sample 9 for Lines 45	Lines 45 Profile Sample	1366.68	 7	45	0.715	8	0.435	Line Profile Sample
Line Profile Sample 10 for Lines 45	Lines 45 Profile Sample	1379.22	 7	45	0.804	9	0.49	Line Profile Sample
Line Profile Sample 11 for Lines 45	Lines 45 Profile Sample	1372.8	 7	45	0.894	10	0.544	Line Profile Sample
Line Profile Sample 12 for Lines 45	Lines 45 Profile Sample	1343.99	 7	45	0.983	11	0.598	Line Profile Sample
Line Profile Sample 13 for Lines 45	Lines 45 Profile Sample	1323.22	 7	45	1.07	12	0.653	Line Profile Sample
Line Profile Sample 14 for Lines 45	Lines 45 Profile Sample	1274.7	 7	45	1.16	13	0.707	Line Profile Sample
Line Profile Sample 15 for Lines 45	Lines 45 Profile Sample	1240.8	 7	45	1.25	14	0.761	Line Profile Sample
Line Profile Sample 16 for Lines 45	Lines 45 Profile Sample	1238.49	 7	45	1.34	15	0.816	Line Profile Sample
Line Profile Sample 17 for Lines 45	Lines 45 Profile Sample	1222.94	 7	45	1.43	16	0.87	Line Profile Sample
Line Profile Sample 18 for Lines 45	Lines 45 Profile Sample	1287.97	 7	45	1.52	17	0.925	Line Profile Sample
Line Profile Sample 19 for Lines 45	Lines 45 Profile Sample	1421.06	 7	45	1.61	18	0.979	Line Profile Sample
Line Profile Sample 20 for Lines 45	Lines 45 Profile Sample	1476	 7	45	1.64	18.38	1	Line Profile Sample
