
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 103	Lines 103 Profile Sample	1001	 13	103	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 103	Lines 103 Profile Sample	1162.44	 13	103	0.0894	1	0.0523	Line Profile Sample
Line Profile Sample 3 for Lines 103	Lines 103 Profile Sample	1171.16	 13	103	0.179	2	0.105	Line Profile Sample
Line Profile Sample 4 for Lines 103	Lines 103 Profile Sample	1036.39	 13	103	0.268	3	0.157	Line Profile Sample
Line Profile Sample 5 for Lines 103	Lines 103 Profile Sample	953.98	 13	103	0.357	4	0.209	Line Profile Sample
Line Profile Sample 6 for Lines 103	Lines 103 Profile Sample	983.73	 13	103	0.447	5	0.262	Line Profile Sample
Line Profile Sample 7 for Lines 103	Lines 103 Profile Sample	1089.96	 13	103	0.536	6	0.314	Line Profile Sample
Line Profile Sample 8 for Lines 103	Lines 103 Profile Sample	1154.96	 13	103	0.626	7	0.366	Line Profile Sample
Line Profile Sample 9 for Lines 103	Lines 103 Profile Sample	1183.9	 13	103	0.715	8	0.419	Line Profile Sample
Line Profile Sample 10 for Lines 103	Lines 103 Profile Sample	1149.33	 13	103	0.804	9	0.471	Line Profile Sample
Line Profile Sample 11 for Lines 103	Lines 103 Profile Sample	1039.33	 13	103	0.894	10	0.523	Line Profile Sample
Line Profile Sample 12 for Lines 103	Lines 103 Profile Sample	948.19	 13	103	0.983	11	0.576	Line Profile Sample
Line Profile Sample 13 for Lines 103	Lines 103 Profile Sample	885.51	 13	103	1.07	12	0.628	Line Profile Sample
Line Profile Sample 14 for Lines 103	Lines 103 Profile Sample	818.73	 13	103	1.16	13	0.68	Line Profile Sample
Line Profile Sample 15 for Lines 103	Lines 103 Profile Sample	789.46	 13	103	1.25	14	0.733	Line Profile Sample
Line Profile Sample 16 for Lines 103	Lines 103 Profile Sample	774.53	 13	103	1.34	15	0.785	Line Profile Sample
Line Profile Sample 17 for Lines 103	Lines 103 Profile Sample	795.89	 13	103	1.43	16	0.837	Line Profile Sample
Line Profile Sample 18 for Lines 103	Lines 103 Profile Sample	811.45	 13	103	1.52	17	0.89	Line Profile Sample
Line Profile Sample 19 for Lines 103	Lines 103 Profile Sample	800.22	 13	103	1.61	18	0.942	Line Profile Sample
Line Profile Sample 20 for Lines 103	Lines 103 Profile Sample	724.94	 13	103	1.7	19	0.995	Line Profile Sample
Line Profile Sample 21 for Lines 103	Lines 103 Profile Sample	716	 13	103	1.71	19.1	1	Line Profile Sample
