
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 71	Lines 71 Profile Sample	1018	 13	71	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 71	Lines 71 Profile Sample	1030.71	 13	71	0.0894	1	0.0665	Line Profile Sample
Line Profile Sample 3 for Lines 71	Lines 71 Profile Sample	978.56	 13	71	0.179	2	0.133	Line Profile Sample
Line Profile Sample 4 for Lines 71	Lines 71 Profile Sample	955.54	 13	71	0.268	3	0.2	Line Profile Sample
Line Profile Sample 5 for Lines 71	Lines 71 Profile Sample	972.32	 13	71	0.357	4	0.266	Line Profile Sample
Line Profile Sample 6 for Lines 71	Lines 71 Profile Sample	970.68	 13	71	0.447	5	0.333	Line Profile Sample
Line Profile Sample 7 for Lines 71	Lines 71 Profile Sample	938.23	 13	71	0.536	6	0.399	Line Profile Sample
Line Profile Sample 8 for Lines 71	Lines 71 Profile Sample	923.35	 13	71	0.626	7	0.466	Line Profile Sample
Line Profile Sample 9 for Lines 71	Lines 71 Profile Sample	911.52	 13	71	0.715	8	0.532	Line Profile Sample
Line Profile Sample 10 for Lines 71	Lines 71 Profile Sample	894.91	 13	71	0.804	9	0.599	Line Profile Sample
Line Profile Sample 11 for Lines 71	Lines 71 Profile Sample	889.8	 13	71	0.894	10	0.665	Line Profile Sample
Line Profile Sample 12 for Lines 71	Lines 71 Profile Sample	888.3	 13	71	0.983	11	0.732	Line Profile Sample
Line Profile Sample 13 for Lines 71	Lines 71 Profile Sample	911.77	 13	71	1.07	12	0.798	Line Profile Sample
Line Profile Sample 14 for Lines 71	Lines 71 Profile Sample	939.47	 13	71	1.16	13	0.865	Line Profile Sample
Line Profile Sample 15 for Lines 71	Lines 71 Profile Sample	966.33	 13	71	1.25	14	0.931	Line Profile Sample
Line Profile Sample 16 for Lines 71	Lines 71 Profile Sample	1004.62	 13	71	1.34	15	0.998	Line Profile Sample
Line Profile Sample 17 for Lines 71	Lines 71 Profile Sample	1006	 13	71	1.34	15.03	1	Line Profile Sample
