
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 7	Lines 7 Profile Sample	1397	 3	7	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 7	Lines 7 Profile Sample	1566.64	 3	7	0.0894	1	0.0508	Line Profile Sample
Line Profile Sample 3 for Lines 7	Lines 7 Profile Sample	1598.93	 3	7	0.179	2	0.102	Line Profile Sample
Line Profile Sample 4 for Lines 7	Lines 7 Profile Sample	1626.07	 3	7	0.268	3	0.152	Line Profile Sample
Line Profile Sample 5 for Lines 7	Lines 7 Profile Sample	1647.28	 3	7	0.357	4	0.203	Line Profile Sample
Line Profile Sample 6 for Lines 7	Lines 7 Profile Sample	1679.32	 3	7	0.447	5	0.254	Line Profile Sample
Line Profile Sample 7 for Lines 7	Lines 7 Profile Sample	1701.78	 3	7	0.536	6	0.305	Line Profile Sample
Line Profile Sample 8 for Lines 7	Lines 7 Profile Sample	1718.86	 3	7	0.626	7	0.355	Line Profile Sample
Line Profile Sample 9 for Lines 7	Lines 7 Profile Sample	1749.69	 3	7	0.715	8	0.406	Line Profile Sample
Line Profile Sample 10 for Lines 7	Lines 7 Profile Sample	1779.53	 3	7	0.804	9	0.457	Line Profile Sample
Line Profile Sample 11 for Lines 7	Lines 7 Profile Sample	1769.27	 3	7	0.894	10	0.508	Line Profile Sample
Line Profile Sample 12 for Lines 7	Lines 7 Profile Sample	1763.93	 3	7	0.983	11	0.558	Line Profile Sample
Line Profile Sample 13 for Lines 7	Lines 7 Profile Sample	1746.73	 3	7	1.07	12	0.609	Line Profile Sample
Line Profile Sample 14 for Lines 7	Lines 7 Profile Sample	1752.08	 3	7	1.16	13	0.66	Line Profile Sample
Line Profile Sample 15 for Lines 7	Lines 7 Profile Sample	1735.95	 3	7	1.25	14	0.711	Line Profile Sample
Line Profile Sample 16 for Lines 7	Lines 7 Profile Sample	1702.94	 3	7	1.34	15	0.762	Line Profile Sample
Line Profile Sample 17 for Lines 7	Lines 7 Profile Sample	1670.79	 3	7	1.43	16	0.812	Line Profile Sample
Line Profile Sample 18 for Lines 7	Lines 7 Profile Sample	1659.83	 3	7	1.52	17	0.863	Line Profile Sample
Line Profile Sample 19 for Lines 7	Lines 7 Profile Sample	1687.04	 3	7	1.61	18	0.914	Line Profile Sample
Line Profile Sample 20 for Lines 7	Lines 7 Profile Sample	1729.8	 3	7	1.7	19	0.965	Line Profile Sample
Line Profile Sample 21 for Lines 7	Lines 7 Profile Sample	1752	 3	7	1.76	19.7	1	Line Profile Sample
