
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 93	Lines 93 Profile Sample	921	 13	93	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 93	Lines 93 Profile Sample	946.98	 13	93	0.0894	1	0.0535	Line Profile Sample
Line Profile Sample 3 for Lines 93	Lines 93 Profile Sample	930.57	 13	93	0.179	2	0.107	Line Profile Sample
Line Profile Sample 4 for Lines 93	Lines 93 Profile Sample	921.03	 13	93	0.268	3	0.161	Line Profile Sample
Line Profile Sample 5 for Lines 93	Lines 93 Profile Sample	910.68	 13	93	0.357	4	0.214	Line Profile Sample
Line Profile Sample 6 for Lines 93	Lines 93 Profile Sample	932.58	 13	93	0.447	5	0.268	Line Profile Sample
Line Profile Sample 7 for Lines 93	Lines 93 Profile Sample	945.94	 13	93	0.536	6	0.321	Line Profile Sample
Line Profile Sample 8 for Lines 93	Lines 93 Profile Sample	941.18	 13	93	0.626	7	0.375	Line Profile Sample
Line Profile Sample 9 for Lines 93	Lines 93 Profile Sample	929.6	 13	93	0.715	8	0.428	Line Profile Sample
Line Profile Sample 10 for Lines 93	Lines 93 Profile Sample	923.09	 13	93	0.804	9	0.482	Line Profile Sample
Line Profile Sample 11 for Lines 93	Lines 93 Profile Sample	935.79	 13	93	0.894	10	0.535	Line Profile Sample
Line Profile Sample 12 for Lines 93	Lines 93 Profile Sample	932.57	 13	93	0.983	11	0.589	Line Profile Sample
Line Profile Sample 13 for Lines 93	Lines 93 Profile Sample	923.82	 13	93	1.07	12	0.642	Line Profile Sample
Line Profile Sample 14 for Lines 93	Lines 93 Profile Sample	924.73	 13	93	1.16	13	0.696	Line Profile Sample
Line Profile Sample 15 for Lines 93	Lines 93 Profile Sample	911.35	 13	93	1.25	14	0.749	Line Profile Sample
Line Profile Sample 16 for Lines 93	Lines 93 Profile Sample	903.49	 13	93	1.34	15	0.803	Line Profile Sample
Line Profile Sample 17 for Lines 93	Lines 93 Profile Sample	901.78	 13	93	1.43	16	0.856	Line Profile Sample
Line Profile Sample 18 for Lines 93	Lines 93 Profile Sample	899.36	 13	93	1.52	17	0.91	Line Profile Sample
Line Profile Sample 19 for Lines 93	Lines 93 Profile Sample	901.37	 13	93	1.61	18	0.964	Line Profile Sample
Line Profile Sample 20 for Lines 93	Lines 93 Profile Sample	903	 13	93	1.67	18.68	1	Line Profile Sample
