
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 96	Lines 96 Profile Sample	809	 13	96	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 96	Lines 96 Profile Sample	827.07	 13	96	0.0894	1	0.0532	Line Profile Sample
Line Profile Sample 3 for Lines 96	Lines 96 Profile Sample	842.29	 13	96	0.179	2	0.106	Line Profile Sample
Line Profile Sample 4 for Lines 96	Lines 96 Profile Sample	856.61	 13	96	0.268	3	0.16	Line Profile Sample
Line Profile Sample 5 for Lines 96	Lines 96 Profile Sample	897.17	 13	96	0.357	4	0.213	Line Profile Sample
Line Profile Sample 6 for Lines 96	Lines 96 Profile Sample	951.56	 13	96	0.447	5	0.266	Line Profile Sample
Line Profile Sample 7 for Lines 96	Lines 96 Profile Sample	985.72	 13	96	0.536	6	0.319	Line Profile Sample
Line Profile Sample 8 for Lines 96	Lines 96 Profile Sample	1011.19	 13	96	0.626	7	0.373	Line Profile Sample
Line Profile Sample 9 for Lines 96	Lines 96 Profile Sample	1029.03	 13	96	0.715	8	0.426	Line Profile Sample
Line Profile Sample 10 for Lines 96	Lines 96 Profile Sample	1057.79	 13	96	0.804	9	0.479	Line Profile Sample
Line Profile Sample 11 for Lines 96	Lines 96 Profile Sample	1081.52	 13	96	0.894	10	0.532	Line Profile Sample
Line Profile Sample 12 for Lines 96	Lines 96 Profile Sample	1132.93	 13	96	0.983	11	0.585	Line Profile Sample
Line Profile Sample 13 for Lines 96	Lines 96 Profile Sample	1163.2	 13	96	1.07	12	0.639	Line Profile Sample
Line Profile Sample 14 for Lines 96	Lines 96 Profile Sample	1159.82	 13	96	1.16	13	0.692	Line Profile Sample
Line Profile Sample 15 for Lines 96	Lines 96 Profile Sample	1159.46	 13	96	1.25	14	0.745	Line Profile Sample
Line Profile Sample 16 for Lines 96	Lines 96 Profile Sample	1133	 13	96	1.34	15	0.798	Line Profile Sample
Line Profile Sample 17 for Lines 96	Lines 96 Profile Sample	1086.16	 13	96	1.43	16	0.852	Line Profile Sample
Line Profile Sample 18 for Lines 96	Lines 96 Profile Sample	1027.34	 13	96	1.52	17	0.905	Line Profile Sample
Line Profile Sample 19 for Lines 96	Lines 96 Profile Sample	981.45	 13	96	1.61	18	0.958	Line Profile Sample
Line Profile Sample 20 for Lines 96	Lines 96 Profile Sample	945	 13	96	1.68	18.79	1	Line Profile Sample
