
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 95	Lines 95 Profile Sample	1073	 13	95	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 95	Lines 95 Profile Sample	1265.51	 13	95	0.0894	1	0.0614	Line Profile Sample
Line Profile Sample 3 for Lines 95	Lines 95 Profile Sample	1316.24	 13	95	0.179	2	0.123	Line Profile Sample
Line Profile Sample 4 for Lines 95	Lines 95 Profile Sample	1280.63	 13	95	0.268	3	0.184	Line Profile Sample
Line Profile Sample 5 for Lines 95	Lines 95 Profile Sample	1255.26	 13	95	0.357	4	0.246	Line Profile Sample
Line Profile Sample 6 for Lines 95	Lines 95 Profile Sample	1260	 13	95	0.447	5	0.307	Line Profile Sample
Line Profile Sample 7 for Lines 95	Lines 95 Profile Sample	1259.78	 13	95	0.536	6	0.369	Line Profile Sample
Line Profile Sample 8 for Lines 95	Lines 95 Profile Sample	1229.73	 13	95	0.626	7	0.43	Line Profile Sample
Line Profile Sample 9 for Lines 95	Lines 95 Profile Sample	1195.58	 13	95	0.715	8	0.491	Line Profile Sample
Line Profile Sample 10 for Lines 95	Lines 95 Profile Sample	1132.47	 13	95	0.804	9	0.553	Line Profile Sample
Line Profile Sample 11 for Lines 95	Lines 95 Profile Sample	1086.51	 13	95	0.894	10	0.614	Line Profile Sample
Line Profile Sample 12 for Lines 95	Lines 95 Profile Sample	1074.99	 13	95	0.983	11	0.676	Line Profile Sample
Line Profile Sample 13 for Lines 95	Lines 95 Profile Sample	1087.34	 13	95	1.07	12	0.737	Line Profile Sample
Line Profile Sample 14 for Lines 95	Lines 95 Profile Sample	1066.27	 13	95	1.16	13	0.799	Line Profile Sample
Line Profile Sample 15 for Lines 95	Lines 95 Profile Sample	1002.88	 13	95	1.25	14	0.86	Line Profile Sample
Line Profile Sample 16 for Lines 95	Lines 95 Profile Sample	954.23	 13	95	1.34	15	0.921	Line Profile Sample
Line Profile Sample 17 for Lines 95	Lines 95 Profile Sample	961.94	 13	95	1.43	16	0.983	Line Profile Sample
Line Profile Sample 18 for Lines 95	Lines 95 Profile Sample	960	 13	95	1.45	16.28	1	Line Profile Sample
