
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 62	Lines 62 Profile Sample	1114	 13	62	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 62	Lines 62 Profile Sample	1199.13	 13	62	0.0894	1	0.0538	Line Profile Sample
Line Profile Sample 3 for Lines 62	Lines 62 Profile Sample	1150.89	 13	62	0.179	2	0.108	Line Profile Sample
Line Profile Sample 4 for Lines 62	Lines 62 Profile Sample	1065.52	 13	62	0.268	3	0.161	Line Profile Sample
Line Profile Sample 5 for Lines 62	Lines 62 Profile Sample	1021.18	 13	62	0.357	4	0.215	Line Profile Sample
Line Profile Sample 6 for Lines 62	Lines 62 Profile Sample	1016.88	 13	62	0.447	5	0.269	Line Profile Sample
Line Profile Sample 7 for Lines 62	Lines 62 Profile Sample	999.99	 13	62	0.536	6	0.323	Line Profile Sample
Line Profile Sample 8 for Lines 62	Lines 62 Profile Sample	976.5	 13	62	0.626	7	0.376	Line Profile Sample
Line Profile Sample 9 for Lines 62	Lines 62 Profile Sample	976.62	 13	62	0.715	8	0.43	Line Profile Sample
Line Profile Sample 10 for Lines 62	Lines 62 Profile Sample	973.54	 13	62	0.804	9	0.484	Line Profile Sample
Line Profile Sample 11 for Lines 62	Lines 62 Profile Sample	963.88	 13	62	0.894	10	0.538	Line Profile Sample
Line Profile Sample 12 for Lines 62	Lines 62 Profile Sample	954.82	 13	62	0.983	11	0.591	Line Profile Sample
Line Profile Sample 13 for Lines 62	Lines 62 Profile Sample	953.03	 13	62	1.07	12	0.645	Line Profile Sample
Line Profile Sample 14 for Lines 62	Lines 62 Profile Sample	958.2	 13	62	1.16	13	0.699	Line Profile Sample
Line Profile Sample 15 for Lines 62	Lines 62 Profile Sample	957.38	 13	62	1.25	14	0.753	Line Profile Sample
Line Profile Sample 16 for Lines 62	Lines 62 Profile Sample	963.01	 13	62	1.34	15	0.806	Line Profile Sample
Line Profile Sample 17 for Lines 62	Lines 62 Profile Sample	1001.51	 13	62	1.43	16	0.86	Line Profile Sample
Line Profile Sample 18 for Lines 62	Lines 62 Profile Sample	1064.15	 13	62	1.52	17	0.914	Line Profile Sample
Line Profile Sample 19 for Lines 62	Lines 62 Profile Sample	1118.15	 13	62	1.61	18	0.968	Line Profile Sample
Line Profile Sample 20 for Lines 62	Lines 62 Profile Sample	1128	 13	62	1.66	18.6	1	Line Profile Sample
