av_intensity,stdev_intensity,av_distance,stdev_distance
0.3557944243925612,0.3445915308852285,0.026267804878048782,0.027576734965080438
0.49008474825559734,0.2985142047747171,0.1110236641221374,0.019111582601863634
0.5056849176013242,0.2818583860747203,0.1787007299270073,0.020294654817689592
0.5226445648310443,0.27629172917011274,0.2501041666666667,0.02114707695253327
0.5837355598711637,0.27309081936664414,0.3225177304964539,0.020967186212501338
0.6005091721703572,0.28084844457951325,0.3933165467625899,0.020703579460602774
0.6331335999710107,0.27970708394365323,0.46516083916083917,0.02121806642823096
0.6211646637939743,0.29961079432811705,0.5361094890510949,0.020640365517780923
0.6273459933649312,0.3071429095170741,0.6056861313868613,0.020743089503004852
0.6036388940316164,0.30523950353646945,0.6783087248322147,0.022242186398719697
0.5814212414149282,0.3218917087164961,0.7511007194244604,0.020655663842008103
0.538099341061199,0.30267396989060946,0.8219710144927537,0.020560021453660253
0.5381785476856811,0.310393062524724,0.8926478873239436,0.021376794332417508
0.469732142879346,0.3590762220569831,0.9801547619047619,0.023616707257703668
