
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 99	Lines 99 Profile Sample	1100	 13	99	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 99	Lines 99 Profile Sample	1150.78	 13	99	0.0894	1	0.0718	Line Profile Sample
Line Profile Sample 3 for Lines 99	Lines 99 Profile Sample	1167.31	 13	99	0.179	2	0.144	Line Profile Sample
Line Profile Sample 4 for Lines 99	Lines 99 Profile Sample	1112.04	 13	99	0.268	3	0.215	Line Profile Sample
Line Profile Sample 5 for Lines 99	Lines 99 Profile Sample	1080.18	 13	99	0.357	4	0.287	Line Profile Sample
Line Profile Sample 6 for Lines 99	Lines 99 Profile Sample	1117.33	 13	99	0.447	5	0.359	Line Profile Sample
Line Profile Sample 7 for Lines 99	Lines 99 Profile Sample	1154.57	 13	99	0.536	6	0.431	Line Profile Sample
Line Profile Sample 8 for Lines 99	Lines 99 Profile Sample	1173.96	 13	99	0.626	7	0.503	Line Profile Sample
Line Profile Sample 9 for Lines 99	Lines 99 Profile Sample	1181.14	 13	99	0.715	8	0.574	Line Profile Sample
Line Profile Sample 10 for Lines 99	Lines 99 Profile Sample	1183.97	 13	99	0.804	9	0.646	Line Profile Sample
Line Profile Sample 11 for Lines 99	Lines 99 Profile Sample	1223.57	 13	99	0.894	10	0.718	Line Profile Sample
Line Profile Sample 12 for Lines 99	Lines 99 Profile Sample	1265.23	 13	99	0.983	11	0.79	Line Profile Sample
Line Profile Sample 13 for Lines 99	Lines 99 Profile Sample	1336.09	 13	99	1.07	12	0.862	Line Profile Sample
Line Profile Sample 14 for Lines 99	Lines 99 Profile Sample	1387.41	 13	99	1.16	13	0.933	Line Profile Sample
Line Profile Sample 15 for Lines 99	Lines 99 Profile Sample	1410	 13	99	1.24	13.93	1	Line Profile Sample
