av_intensity,stdev_intensity,av_distance,stdev_distance
0.2523734165973344,0.26488939735568057,0.026065116279069767,0.02696831083409167
0.48126180225195964,0.2580068682942231,0.10990843373493976,0.01820152234868226
0.5533397592659148,0.2620003718691816,0.17860439560439562,0.020709031374354054
0.6345855693672876,0.22281376583067442,0.24996629213483146,0.02034724095558404
0.70554992028501,0.19302224538129517,0.32306315789473683,0.021753361455243272
0.7523433197611206,0.17848628315353615,0.39511494252873564,0.02028427348634285
0.7792560752181859,0.17122572340191908,0.46693617021276596,0.02165953985881157
0.8049186237885418,0.15661693372119484,0.5379411764705883,0.01987421932649267
0.7970319750811444,0.18169506723652243,0.6071011235955056,0.021049209088909785
0.7555524147436862,0.19971203131626467,0.6801041666666666,0.02207951142035082
0.717964488852431,0.2457344941252152,0.7518823529411764,0.019031560107149532
0.6161465136144508,0.277522765277227,0.8216741573033708,0.0203524486358515
0.5619368159627288,0.29446028200947205,0.8927717391304348,0.021449712854897933
0.4233063365900322,0.3332342742600405,0.98036875,0.023241045310117156
