
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 6	Lines 6 Profile Sample	1423	 3	6	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 6	Lines 6 Profile Sample	1634.81	 3	6	0.0894	1	0.0414	Line Profile Sample
Line Profile Sample 3 for Lines 6	Lines 6 Profile Sample	1808.95	 3	6	0.179	2	0.0828	Line Profile Sample
Line Profile Sample 4 for Lines 6	Lines 6 Profile Sample	1874.23	 3	6	0.268	3	0.124	Line Profile Sample
Line Profile Sample 5 for Lines 6	Lines 6 Profile Sample	1833.14	 3	6	0.357	4	0.166	Line Profile Sample
Line Profile Sample 6 for Lines 6	Lines 6 Profile Sample	1763.9	 3	6	0.447	5	0.207	Line Profile Sample
Line Profile Sample 7 for Lines 6	Lines 6 Profile Sample	1734.95	 3	6	0.536	6	0.248	Line Profile Sample
Line Profile Sample 8 for Lines 6	Lines 6 Profile Sample	1729.01	 3	6	0.626	7	0.29	Line Profile Sample
Line Profile Sample 9 for Lines 6	Lines 6 Profile Sample	1716.72	 3	6	0.715	8	0.331	Line Profile Sample
Line Profile Sample 10 for Lines 6	Lines 6 Profile Sample	1676.2	 3	6	0.804	9	0.372	Line Profile Sample
Line Profile Sample 11 for Lines 6	Lines 6 Profile Sample	1648.05	 3	6	0.894	10	0.414	Line Profile Sample
Line Profile Sample 12 for Lines 6	Lines 6 Profile Sample	1622.02	 3	6	0.983	11	0.455	Line Profile Sample
Line Profile Sample 13 for Lines 6	Lines 6 Profile Sample	1586.1	 3	6	1.07	12	0.497	Line Profile Sample
Line Profile Sample 14 for Lines 6	Lines 6 Profile Sample	1573.34	 3	6	1.16	13	0.538	Line Profile Sample
Line Profile Sample 15 for Lines 6	Lines 6 Profile Sample	1574.76	 3	6	1.25	14	0.579	Line Profile Sample
Line Profile Sample 16 for Lines 6	Lines 6 Profile Sample	1610.27	 3	6	1.34	15	0.621	Line Profile Sample
Line Profile Sample 17 for Lines 6	Lines 6 Profile Sample	1653.93	 3	6	1.43	16	0.662	Line Profile Sample
Line Profile Sample 18 for Lines 6	Lines 6 Profile Sample	1678.13	 3	6	1.52	17	0.703	Line Profile Sample
Line Profile Sample 19 for Lines 6	Lines 6 Profile Sample	1698.55	 3	6	1.61	18	0.745	Line Profile Sample
Line Profile Sample 20 for Lines 6	Lines 6 Profile Sample	1723.1	 3	6	1.7	19	0.786	Line Profile Sample
Line Profile Sample 21 for Lines 6	Lines 6 Profile Sample	1722.94	 3	6	1.79	20	0.828	Line Profile Sample
Line Profile Sample 22 for Lines 6	Lines 6 Profile Sample	1712.31	 3	6	1.88	21	0.869	Line Profile Sample
Line Profile Sample 23 for Lines 6	Lines 6 Profile Sample	1705.12	 3	6	1.97	22	0.91	Line Profile Sample
Line Profile Sample 24 for Lines 6	Lines 6 Profile Sample	1699.86	 3	6	2.06	23	0.952	Line Profile Sample
Line Profile Sample 25 for Lines 6	Lines 6 Profile Sample	1649.8	 3	6	2.14	24	0.993	Line Profile Sample
Line Profile Sample 26 for Lines 6	Lines 6 Profile Sample	1640	 3	6	2.16	24.17	1	Line Profile Sample
