av_intensity,stdev_intensity,av_distance,stdev_distance
0.16609627480267222,0.2153050053506504,0.01869423076923077,0.01904329164519865
0.4228804624838232,0.2665455692863029,0.08106153846153846,0.014852567496522655
0.5537049943231209,0.25868813131649404,0.13313513513513514,0.01427069448956024
0.6689661992966727,0.26131601573276025,0.18543589743589745,0.014961066132916458
0.7126532207572912,0.2383399960257645,0.23722535211267606,0.014126163348399808
0.7274355234154678,0.24581434568608038,0.28929268292682925,0.016335591533144102
0.711711225208336,0.254309200592994,0.3439342105263158,0.015038914434506924
0.7532373215161513,0.21788337669786376,0.3956,0.014813251919562846
0.7446086876741278,0.21440420279934555,0.4485454545454545,0.015359332371854282
0.7407478786017337,0.20950609078380883,0.5005394736842105,0.015352255677455523
0.7588734865438949,0.22397869606992402,0.5530933333333333,0.015188165141331573
0.72456192119218,0.26600247808060384,0.6057341772151899,0.016248636124823232
0.7211955379575858,0.2372369947469348,0.6590263157894737,0.01530487824994418
0.7569287455347141,0.2083766737666569,0.7117272727272727,0.01498212651236586
0.7238000399750835,0.21078767346199861,0.7640533333333334,0.014176391998322085
0.7178403523084835,0.22216323940424065,0.8175696202531646,0.01547925290079476
0.6706901210240765,0.25245276535568684,0.8697702702702703,0.015267969244711643
0.48873916860797445,0.2675645770284204,0.9211333333333334,0.01543629746018386
0.34061031031968775,0.25129557125015173,0.9840079365079365,0.018131738375234106
