
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 7	Lines 7 Profile Sample	1328	 60	7	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 7	Lines 7 Profile Sample	1345.7	 60	7	0.0894	1	0.0471	Line Profile Sample
Line Profile Sample 3 for Lines 7	Lines 7 Profile Sample	1349.73	 60	7	0.179	2	0.0943	Line Profile Sample
Line Profile Sample 4 for Lines 7	Lines 7 Profile Sample	1396.36	 60	7	0.268	3	0.141	Line Profile Sample
Line Profile Sample 5 for Lines 7	Lines 7 Profile Sample	1409.52	 60	7	0.357	4	0.189	Line Profile Sample
Line Profile Sample 6 for Lines 7	Lines 7 Profile Sample	1398.74	 60	7	0.447	5	0.236	Line Profile Sample
Line Profile Sample 7 for Lines 7	Lines 7 Profile Sample	1353.68	 60	7	0.536	6	0.283	Line Profile Sample
Line Profile Sample 8 for Lines 7	Lines 7 Profile Sample	1335.14	 60	7	0.626	7	0.33	Line Profile Sample
Line Profile Sample 9 for Lines 7	Lines 7 Profile Sample	1305.76	 60	7	0.715	8	0.377	Line Profile Sample
Line Profile Sample 10 for Lines 7	Lines 7 Profile Sample	1302.96	 60	7	0.804	9	0.424	Line Profile Sample
Line Profile Sample 11 for Lines 7	Lines 7 Profile Sample	1303.32	 60	7	0.894	10	0.471	Line Profile Sample
Line Profile Sample 12 for Lines 7	Lines 7 Profile Sample	1307.96	 60	7	0.983	11	0.519	Line Profile Sample
Line Profile Sample 13 for Lines 7	Lines 7 Profile Sample	1300.39	 60	7	1.07	12	0.566	Line Profile Sample
Line Profile Sample 14 for Lines 7	Lines 7 Profile Sample	1312.41	 60	7	1.16	13	0.613	Line Profile Sample
Line Profile Sample 15 for Lines 7	Lines 7 Profile Sample	1331.55	 60	7	1.25	14	0.66	Line Profile Sample
Line Profile Sample 16 for Lines 7	Lines 7 Profile Sample	1395.64	 60	7	1.34	15	0.707	Line Profile Sample
Line Profile Sample 17 for Lines 7	Lines 7 Profile Sample	1486.08	 60	7	1.43	16	0.754	Line Profile Sample
Line Profile Sample 18 for Lines 7	Lines 7 Profile Sample	1576.44	 60	7	1.52	17	0.801	Line Profile Sample
Line Profile Sample 19 for Lines 7	Lines 7 Profile Sample	1623.28	 60	7	1.61	18	0.849	Line Profile Sample
Line Profile Sample 20 for Lines 7	Lines 7 Profile Sample	1581.21	 60	7	1.7	19	0.896	Line Profile Sample
Line Profile Sample 21 for Lines 7	Lines 7 Profile Sample	1489.04	 60	7	1.79	20	0.943	Line Profile Sample
Line Profile Sample 22 for Lines 7	Lines 7 Profile Sample	1375.71	 60	7	1.88	21	0.99	Line Profile Sample
Line Profile Sample 23 for Lines 7	Lines 7 Profile Sample	1351	 60	7	1.9	21.21	1	Line Profile Sample
