
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 3	Lines 3 Profile Sample	1301	 78	3	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 3	Lines 3 Profile Sample	1239.02	 78	3	0.0894	1	0.0359	Line Profile Sample
Line Profile Sample 3 for Lines 3	Lines 3 Profile Sample	1209.34	 78	3	0.179	2	0.0718	Line Profile Sample
Line Profile Sample 4 for Lines 3	Lines 3 Profile Sample	1181.52	 78	3	0.268	3	0.108	Line Profile Sample
Line Profile Sample 5 for Lines 3	Lines 3 Profile Sample	1193.61	 78	3	0.357	4	0.144	Line Profile Sample
Line Profile Sample 6 for Lines 3	Lines 3 Profile Sample	1202.24	 78	3	0.447	5	0.179	Line Profile Sample
Line Profile Sample 7 for Lines 3	Lines 3 Profile Sample	1243.86	 78	3	0.536	6	0.215	Line Profile Sample
Line Profile Sample 8 for Lines 3	Lines 3 Profile Sample	1276.97	 78	3	0.626	7	0.251	Line Profile Sample
Line Profile Sample 9 for Lines 3	Lines 3 Profile Sample	1300.21	 78	3	0.715	8	0.287	Line Profile Sample
Line Profile Sample 10 for Lines 3	Lines 3 Profile Sample	1292.11	 78	3	0.804	9	0.323	Line Profile Sample
Line Profile Sample 11 for Lines 3	Lines 3 Profile Sample	1279.08	 78	3	0.894	10	0.359	Line Profile Sample
Line Profile Sample 12 for Lines 3	Lines 3 Profile Sample	1257.84	 78	3	0.983	11	0.395	Line Profile Sample
Line Profile Sample 13 for Lines 3	Lines 3 Profile Sample	1260.96	 78	3	1.07	12	0.431	Line Profile Sample
Line Profile Sample 14 for Lines 3	Lines 3 Profile Sample	1275.14	 78	3	1.16	13	0.467	Line Profile Sample
Line Profile Sample 15 for Lines 3	Lines 3 Profile Sample	1291.36	 78	3	1.25	14	0.503	Line Profile Sample
Line Profile Sample 16 for Lines 3	Lines 3 Profile Sample	1253.66	 78	3	1.34	15	0.538	Line Profile Sample
Line Profile Sample 17 for Lines 3	Lines 3 Profile Sample	1228.67	 78	3	1.43	16	0.574	Line Profile Sample
Line Profile Sample 18 for Lines 3	Lines 3 Profile Sample	1231.35	 78	3	1.52	17	0.61	Line Profile Sample
Line Profile Sample 19 for Lines 3	Lines 3 Profile Sample	1247.19	 78	3	1.61	18	0.646	Line Profile Sample
Line Profile Sample 20 for Lines 3	Lines 3 Profile Sample	1251.3	 78	3	1.7	19	0.682	Line Profile Sample
Line Profile Sample 21 for Lines 3	Lines 3 Profile Sample	1275.77	 78	3	1.79	20	0.718	Line Profile Sample
Line Profile Sample 22 for Lines 3	Lines 3 Profile Sample	1271.94	 78	3	1.88	21	0.754	Line Profile Sample
Line Profile Sample 23 for Lines 3	Lines 3 Profile Sample	1279.87	 78	3	1.97	22	0.79	Line Profile Sample
Line Profile Sample 24 for Lines 3	Lines 3 Profile Sample	1318.64	 78	3	2.06	23	0.826	Line Profile Sample
Line Profile Sample 25 for Lines 3	Lines 3 Profile Sample	1350.23	 78	3	2.14	24	0.862	Line Profile Sample
Line Profile Sample 26 for Lines 3	Lines 3 Profile Sample	1348	 78	3	2.23	25	0.897	Line Profile Sample
Line Profile Sample 27 for Lines 3	Lines 3 Profile Sample	1262.07	 78	3	2.32	26	0.933	Line Profile Sample
Line Profile Sample 28 for Lines 3	Lines 3 Profile Sample	1137.54	 78	3	2.41	27	0.969	Line Profile Sample
Line Profile Sample 29 for Lines 3	Lines 3 Profile Sample	986	 78	3	2.49	27.86	1	Line Profile Sample
