
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 47	Lines 47 Profile Sample	1758	 75	47	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 47	Lines 47 Profile Sample	1795.34	 75	47	0.0894	1	0.0614	Line Profile Sample
Line Profile Sample 3 for Lines 47	Lines 47 Profile Sample	1738.98	 75	47	0.179	2	0.123	Line Profile Sample
Line Profile Sample 4 for Lines 47	Lines 47 Profile Sample	1691.83	 75	47	0.268	3	0.184	Line Profile Sample
Line Profile Sample 5 for Lines 47	Lines 47 Profile Sample	1712.16	 75	47	0.357	4	0.246	Line Profile Sample
Line Profile Sample 6 for Lines 47	Lines 47 Profile Sample	1675.92	 75	47	0.447	5	0.307	Line Profile Sample
Line Profile Sample 7 for Lines 47	Lines 47 Profile Sample	1657.21	 75	47	0.536	6	0.369	Line Profile Sample
Line Profile Sample 8 for Lines 47	Lines 47 Profile Sample	1633.15	 75	47	0.626	7	0.43	Line Profile Sample
Line Profile Sample 9 for Lines 47	Lines 47 Profile Sample	1611.93	 75	47	0.715	8	0.491	Line Profile Sample
Line Profile Sample 10 for Lines 47	Lines 47 Profile Sample	1599.1	 75	47	0.804	9	0.553	Line Profile Sample
Line Profile Sample 11 for Lines 47	Lines 47 Profile Sample	1578.31	 75	47	0.894	10	0.614	Line Profile Sample
Line Profile Sample 12 for Lines 47	Lines 47 Profile Sample	1512.45	 75	47	0.983	11	0.676	Line Profile Sample
Line Profile Sample 13 for Lines 47	Lines 47 Profile Sample	1499.89	 75	47	1.07	12	0.737	Line Profile Sample
Line Profile Sample 14 for Lines 47	Lines 47 Profile Sample	1497.48	 75	47	1.16	13	0.799	Line Profile Sample
Line Profile Sample 15 for Lines 47	Lines 47 Profile Sample	1468.45	 75	47	1.25	14	0.86	Line Profile Sample
Line Profile Sample 16 for Lines 47	Lines 47 Profile Sample	1477.97	 75	47	1.34	15	0.921	Line Profile Sample
Line Profile Sample 17 for Lines 47	Lines 47 Profile Sample	1472.22	 75	47	1.43	16	0.983	Line Profile Sample
Line Profile Sample 18 for Lines 47	Lines 47 Profile Sample	1465	 75	47	1.45	16.28	1	Line Profile Sample
