
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 16	Lines 16 Profile Sample	1573	 78	16	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 16	Lines 16 Profile Sample	1536.46	 78	16	0.0894	1	0.0416	Line Profile Sample
Line Profile Sample 3 for Lines 16	Lines 16 Profile Sample	1537.61	 78	16	0.179	2	0.0832	Line Profile Sample
Line Profile Sample 4 for Lines 16	Lines 16 Profile Sample	1560.04	 78	16	0.268	3	0.125	Line Profile Sample
Line Profile Sample 5 for Lines 16	Lines 16 Profile Sample	1576.25	 78	16	0.357	4	0.166	Line Profile Sample
Line Profile Sample 6 for Lines 16	Lines 16 Profile Sample	1571.09	 78	16	0.447	5	0.208	Line Profile Sample
Line Profile Sample 7 for Lines 16	Lines 16 Profile Sample	1576.04	 78	16	0.536	6	0.25	Line Profile Sample
Line Profile Sample 8 for Lines 16	Lines 16 Profile Sample	1557.38	 78	16	0.626	7	0.291	Line Profile Sample
Line Profile Sample 9 for Lines 16	Lines 16 Profile Sample	1537.88	 78	16	0.715	8	0.333	Line Profile Sample
Line Profile Sample 10 for Lines 16	Lines 16 Profile Sample	1502.48	 78	16	0.804	9	0.374	Line Profile Sample
Line Profile Sample 11 for Lines 16	Lines 16 Profile Sample	1497.2	 78	16	0.894	10	0.416	Line Profile Sample
Line Profile Sample 12 for Lines 16	Lines 16 Profile Sample	1490.61	 78	16	0.983	11	0.458	Line Profile Sample
Line Profile Sample 13 for Lines 16	Lines 16 Profile Sample	1470.01	 78	16	1.07	12	0.499	Line Profile Sample
Line Profile Sample 14 for Lines 16	Lines 16 Profile Sample	1445.36	 78	16	1.16	13	0.541	Line Profile Sample
Line Profile Sample 15 for Lines 16	Lines 16 Profile Sample	1439.13	 78	16	1.25	14	0.582	Line Profile Sample
Line Profile Sample 16 for Lines 16	Lines 16 Profile Sample	1451.95	 78	16	1.34	15	0.624	Line Profile Sample
Line Profile Sample 17 for Lines 16	Lines 16 Profile Sample	1464.3	 78	16	1.43	16	0.666	Line Profile Sample
Line Profile Sample 18 for Lines 16	Lines 16 Profile Sample	1490.38	 78	16	1.52	17	0.707	Line Profile Sample
Line Profile Sample 19 for Lines 16	Lines 16 Profile Sample	1544.02	 78	16	1.61	18	0.749	Line Profile Sample
Line Profile Sample 20 for Lines 16	Lines 16 Profile Sample	1605.17	 78	16	1.7	19	0.79	Line Profile Sample
Line Profile Sample 21 for Lines 16	Lines 16 Profile Sample	1662.03	 78	16	1.79	20	0.832	Line Profile Sample
Line Profile Sample 22 for Lines 16	Lines 16 Profile Sample	1675.27	 78	16	1.88	21	0.873	Line Profile Sample
Line Profile Sample 23 for Lines 16	Lines 16 Profile Sample	1668.96	 78	16	1.97	22	0.915	Line Profile Sample
Line Profile Sample 24 for Lines 16	Lines 16 Profile Sample	1648.47	 78	16	2.06	23	0.957	Line Profile Sample
Line Profile Sample 25 for Lines 16	Lines 16 Profile Sample	1620.71	 78	16	2.14	24	0.998	Line Profile Sample
Line Profile Sample 26 for Lines 16	Lines 16 Profile Sample	1620	 78	16	2.15	24.04	1	Line Profile Sample
