av_intensity,stdev_intensity,av_distance,stdev_distance
0.29166364402973405,0.32586881629592324,0.023894416243654824,0.025121584330508234
0.39664200784068987,0.30743176043694576,0.10240923076923077,0.017854795226548852
0.39893951770330194,0.3002351855146114,0.16755244755244755,0.019535694424395483
0.41935853769299347,0.3181132738915888,0.23462406015037593,0.017947145254447388
0.39726118997533766,0.3016145340981703,0.30090845070422534,0.019754128728900658
0.3995766649259205,0.292869026032697,0.36872340425531913,0.019341704158549192
0.3948703021588752,0.28450047429311665,0.4340697674418605,0.017017539686357264
0.41186033921889204,0.29503250859700336,0.49915714285714285,0.018483230365053806
0.4303327065780093,0.3038531725285841,0.5667304964539007,0.0187128219726567
0.4344509708305659,0.2936596230388108,0.6355704225352112,0.01952572330906551
0.47531501504283696,0.27127440313699636,0.7020735294117647,0.019152654724777316
0.5100145221626574,0.2906517990889068,0.7681231884057971,0.019221890235156896
0.5800092730665211,0.2868450964304679,0.8346397058823529,0.019099999144509435
0.6640642626003443,0.2994395317932633,0.9003768115942029,0.01974183852380551
0.5566166743617472,0.3516581818994309,0.9821394422310756,0.022145890772051823
