
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 48	Lines 48 Profile Sample	2184	 75	48	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 48	Lines 48 Profile Sample	2252.72	 75	48	0.0894	1	0.0581	Line Profile Sample
Line Profile Sample 3 for Lines 48	Lines 48 Profile Sample	2318.6	 75	48	0.179	2	0.116	Line Profile Sample
Line Profile Sample 4 for Lines 48	Lines 48 Profile Sample	2315.5	 75	48	0.268	3	0.174	Line Profile Sample
Line Profile Sample 5 for Lines 48	Lines 48 Profile Sample	2307.59	 75	48	0.357	4	0.232	Line Profile Sample
Line Profile Sample 6 for Lines 48	Lines 48 Profile Sample	2307.58	 75	48	0.447	5	0.291	Line Profile Sample
Line Profile Sample 7 for Lines 48	Lines 48 Profile Sample	2293.71	 75	48	0.536	6	0.349	Line Profile Sample
Line Profile Sample 8 for Lines 48	Lines 48 Profile Sample	2183.19	 75	48	0.626	7	0.407	Line Profile Sample
Line Profile Sample 9 for Lines 48	Lines 48 Profile Sample	2144.57	 75	48	0.715	8	0.465	Line Profile Sample
Line Profile Sample 10 for Lines 48	Lines 48 Profile Sample	2132.91	 75	48	0.804	9	0.523	Line Profile Sample
Line Profile Sample 11 for Lines 48	Lines 48 Profile Sample	2157.07	 75	48	0.894	10	0.581	Line Profile Sample
Line Profile Sample 12 for Lines 48	Lines 48 Profile Sample	2226.33	 75	48	0.983	11	0.639	Line Profile Sample
Line Profile Sample 13 for Lines 48	Lines 48 Profile Sample	2306.33	 75	48	1.07	12	0.697	Line Profile Sample
Line Profile Sample 14 for Lines 48	Lines 48 Profile Sample	2413.64	 75	48	1.16	13	0.756	Line Profile Sample
Line Profile Sample 15 for Lines 48	Lines 48 Profile Sample	2464.06	 75	48	1.25	14	0.814	Line Profile Sample
Line Profile Sample 16 for Lines 48	Lines 48 Profile Sample	2478.35	 75	48	1.34	15	0.872	Line Profile Sample
Line Profile Sample 17 for Lines 48	Lines 48 Profile Sample	2419.66	 75	48	1.43	16	0.93	Line Profile Sample
Line Profile Sample 18 for Lines 48	Lines 48 Profile Sample	2193.48	 75	48	1.52	17	0.988	Line Profile Sample
Line Profile Sample 19 for Lines 48	Lines 48 Profile Sample	2142	 75	48	1.54	17.2	1	Line Profile Sample
