
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 19	Lines 19 Profile Sample	1212	 60	19	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 19	Lines 19 Profile Sample	1248.69	 60	19	0.0894	1	0.0497	Line Profile Sample
Line Profile Sample 3 for Lines 19	Lines 19 Profile Sample	1268.71	 60	19	0.179	2	0.0994	Line Profile Sample
Line Profile Sample 4 for Lines 19	Lines 19 Profile Sample	1280.4	 60	19	0.268	3	0.149	Line Profile Sample
Line Profile Sample 5 for Lines 19	Lines 19 Profile Sample	1268.96	 60	19	0.357	4	0.199	Line Profile Sample
Line Profile Sample 6 for Lines 19	Lines 19 Profile Sample	1259.91	 60	19	0.447	5	0.248	Line Profile Sample
Line Profile Sample 7 for Lines 19	Lines 19 Profile Sample	1258.12	 60	19	0.536	6	0.298	Line Profile Sample
Line Profile Sample 8 for Lines 19	Lines 19 Profile Sample	1257.85	 60	19	0.626	7	0.348	Line Profile Sample
Line Profile Sample 9 for Lines 19	Lines 19 Profile Sample	1271.18	 60	19	0.715	8	0.398	Line Profile Sample
Line Profile Sample 10 for Lines 19	Lines 19 Profile Sample	1254.27	 60	19	0.804	9	0.447	Line Profile Sample
Line Profile Sample 11 for Lines 19	Lines 19 Profile Sample	1293.18	 60	19	0.894	10	0.497	Line Profile Sample
Line Profile Sample 12 for Lines 19	Lines 19 Profile Sample	1269.36	 60	19	0.983	11	0.547	Line Profile Sample
Line Profile Sample 13 for Lines 19	Lines 19 Profile Sample	1256.01	 60	19	1.07	12	0.596	Line Profile Sample
Line Profile Sample 14 for Lines 19	Lines 19 Profile Sample	1252.3	 60	19	1.16	13	0.646	Line Profile Sample
Line Profile Sample 15 for Lines 19	Lines 19 Profile Sample	1240.74	 60	19	1.25	14	0.696	Line Profile Sample
Line Profile Sample 16 for Lines 19	Lines 19 Profile Sample	1237.79	 60	19	1.34	15	0.745	Line Profile Sample
Line Profile Sample 17 for Lines 19	Lines 19 Profile Sample	1219.32	 60	19	1.43	16	0.795	Line Profile Sample
Line Profile Sample 18 for Lines 19	Lines 19 Profile Sample	1235.96	 60	19	1.52	17	0.845	Line Profile Sample
Line Profile Sample 19 for Lines 19	Lines 19 Profile Sample	1213.62	 60	19	1.61	18	0.894	Line Profile Sample
Line Profile Sample 20 for Lines 19	Lines 19 Profile Sample	1230.49	 60	19	1.7	19	0.944	Line Profile Sample
Line Profile Sample 21 for Lines 19	Lines 19 Profile Sample	1224.93	 60	19	1.79	20	0.994	Line Profile Sample
Line Profile Sample 22 for Lines 19	Lines 19 Profile Sample	1225	 60	19	1.8	20.12	1	Line Profile Sample
