
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 44	Lines 44 Profile Sample	1637	 75	44	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 44	Lines 44 Profile Sample	1629.47	 75	44	0.0894	1	0.0555	Line Profile Sample
Line Profile Sample 3 for Lines 44	Lines 44 Profile Sample	1681.04	 75	44	0.179	2	0.111	Line Profile Sample
Line Profile Sample 4 for Lines 44	Lines 44 Profile Sample	1746.18	 75	44	0.268	3	0.166	Line Profile Sample
Line Profile Sample 5 for Lines 44	Lines 44 Profile Sample	1827.31	 75	44	0.357	4	0.222	Line Profile Sample
Line Profile Sample 6 for Lines 44	Lines 44 Profile Sample	1907.52	 75	44	0.447	5	0.277	Line Profile Sample
Line Profile Sample 7 for Lines 44	Lines 44 Profile Sample	1925	 75	44	0.536	6	0.333	Line Profile Sample
Line Profile Sample 8 for Lines 44	Lines 44 Profile Sample	1885.29	 75	44	0.626	7	0.388	Line Profile Sample
Line Profile Sample 9 for Lines 44	Lines 44 Profile Sample	1829.94	 75	44	0.715	8	0.444	Line Profile Sample
Line Profile Sample 10 for Lines 44	Lines 44 Profile Sample	1770.03	 75	44	0.804	9	0.499	Line Profile Sample
Line Profile Sample 11 for Lines 44	Lines 44 Profile Sample	1755.52	 75	44	0.894	10	0.555	Line Profile Sample
Line Profile Sample 12 for Lines 44	Lines 44 Profile Sample	1703.26	 75	44	0.983	11	0.61	Line Profile Sample
Line Profile Sample 13 for Lines 44	Lines 44 Profile Sample	1715.05	 75	44	1.07	12	0.666	Line Profile Sample
Line Profile Sample 14 for Lines 44	Lines 44 Profile Sample	1804.7	 75	44	1.16	13	0.721	Line Profile Sample
Line Profile Sample 15 for Lines 44	Lines 44 Profile Sample	2022.97	 75	44	1.25	14	0.777	Line Profile Sample
Line Profile Sample 16 for Lines 44	Lines 44 Profile Sample	2208.05	 75	44	1.34	15	0.832	Line Profile Sample
Line Profile Sample 17 for Lines 44	Lines 44 Profile Sample	2218.34	 75	44	1.43	16	0.888	Line Profile Sample
Line Profile Sample 18 for Lines 44	Lines 44 Profile Sample	1967.2	 75	44	1.52	17	0.943	Line Profile Sample
Line Profile Sample 19 for Lines 44	Lines 44 Profile Sample	1699.01	 75	44	1.61	18	0.998	Line Profile Sample
Line Profile Sample 20 for Lines 44	Lines 44 Profile Sample	1694	 75	44	1.61	18.03	1	Line Profile Sample
