
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 26	Lines 26 Profile Sample	1097	 60	26	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 26	Lines 26 Profile Sample	1082.8	 60	26	0.0894	1	0.0538	Line Profile Sample
Line Profile Sample 3 for Lines 26	Lines 26 Profile Sample	1086.12	 60	26	0.179	2	0.108	Line Profile Sample
Line Profile Sample 4 for Lines 26	Lines 26 Profile Sample	1091.21	 60	26	0.268	3	0.161	Line Profile Sample
Line Profile Sample 5 for Lines 26	Lines 26 Profile Sample	1080.44	 60	26	0.357	4	0.215	Line Profile Sample
Line Profile Sample 6 for Lines 26	Lines 26 Profile Sample	1091	 60	26	0.447	5	0.269	Line Profile Sample
Line Profile Sample 7 for Lines 26	Lines 26 Profile Sample	1097.53	 60	26	0.536	6	0.323	Line Profile Sample
Line Profile Sample 8 for Lines 26	Lines 26 Profile Sample	1121.27	 60	26	0.626	7	0.376	Line Profile Sample
Line Profile Sample 9 for Lines 26	Lines 26 Profile Sample	1136.53	 60	26	0.715	8	0.43	Line Profile Sample
Line Profile Sample 10 for Lines 26	Lines 26 Profile Sample	1162.16	 60	26	0.804	9	0.484	Line Profile Sample
Line Profile Sample 11 for Lines 26	Lines 26 Profile Sample	1206.84	 60	26	0.894	10	0.538	Line Profile Sample
Line Profile Sample 12 for Lines 26	Lines 26 Profile Sample	1257.96	 60	26	0.983	11	0.591	Line Profile Sample
Line Profile Sample 13 for Lines 26	Lines 26 Profile Sample	1306.86	 60	26	1.07	12	0.645	Line Profile Sample
Line Profile Sample 14 for Lines 26	Lines 26 Profile Sample	1325.45	 60	26	1.16	13	0.699	Line Profile Sample
Line Profile Sample 15 for Lines 26	Lines 26 Profile Sample	1352.26	 60	26	1.25	14	0.753	Line Profile Sample
Line Profile Sample 16 for Lines 26	Lines 26 Profile Sample	1386	 60	26	1.34	15	0.806	Line Profile Sample
Line Profile Sample 17 for Lines 26	Lines 26 Profile Sample	1465.41	 60	26	1.43	16	0.86	Line Profile Sample
Line Profile Sample 18 for Lines 26	Lines 26 Profile Sample	1655.56	 60	26	1.52	17	0.914	Line Profile Sample
Line Profile Sample 19 for Lines 26	Lines 26 Profile Sample	1869.5	 60	26	1.61	18	0.968	Line Profile Sample
Line Profile Sample 20 for Lines 26	Lines 26 Profile Sample	2023	 60	26	1.66	18.6	1	Line Profile Sample
