
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 13	Lines 13 Profile Sample	1460	 60	13	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 13	Lines 13 Profile Sample	1453	 60	13	0.0894	1	0.05	Line Profile Sample
Line Profile Sample 3 for Lines 13	Lines 13 Profile Sample	1451	 60	13	0.179	2	0.1	Line Profile Sample
Line Profile Sample 4 for Lines 13	Lines 13 Profile Sample	1387	 60	13	0.268	3	0.15	Line Profile Sample
Line Profile Sample 5 for Lines 13	Lines 13 Profile Sample	1431	 60	13	0.357	4	0.2	Line Profile Sample
Line Profile Sample 6 for Lines 13	Lines 13 Profile Sample	1451	 60	13	0.447	5	0.25	Line Profile Sample
Line Profile Sample 7 for Lines 13	Lines 13 Profile Sample	1444	 60	13	0.536	6	0.3	Line Profile Sample
Line Profile Sample 8 for Lines 13	Lines 13 Profile Sample	1386	 60	13	0.626	7	0.35	Line Profile Sample
Line Profile Sample 9 for Lines 13	Lines 13 Profile Sample	1355	 60	13	0.715	8	0.4	Line Profile Sample
Line Profile Sample 10 for Lines 13	Lines 13 Profile Sample	1334	 60	13	0.804	9	0.45	Line Profile Sample
Line Profile Sample 11 for Lines 13	Lines 13 Profile Sample	1298	 60	13	0.894	10	0.5	Line Profile Sample
Line Profile Sample 12 for Lines 13	Lines 13 Profile Sample	1326	 60	13	0.983	11	0.55	Line Profile Sample
Line Profile Sample 13 for Lines 13	Lines 13 Profile Sample	1326	 60	13	1.07	12	0.6	Line Profile Sample
Line Profile Sample 14 for Lines 13	Lines 13 Profile Sample	1324	 60	13	1.16	13	0.65	Line Profile Sample
Line Profile Sample 15 for Lines 13	Lines 13 Profile Sample	1291	 60	13	1.25	14	0.7	Line Profile Sample
Line Profile Sample 16 for Lines 13	Lines 13 Profile Sample	1291	 60	13	1.34	15	0.75	Line Profile Sample
Line Profile Sample 17 for Lines 13	Lines 13 Profile Sample	1284	 60	13	1.43	16	0.8	Line Profile Sample
Line Profile Sample 18 for Lines 13	Lines 13 Profile Sample	1270	 60	13	1.52	17	0.85	Line Profile Sample
Line Profile Sample 19 for Lines 13	Lines 13 Profile Sample	1247	 60	13	1.61	18	0.9	Line Profile Sample
Line Profile Sample 20 for Lines 13	Lines 13 Profile Sample	1250	 60	13	1.7	19	0.95	Line Profile Sample
Line Profile Sample 21 for Lines 13	Lines 13 Profile Sample	1217	 60	13	1.79	20	1	Line Profile Sample
Line Profile Sample 22 for Lines 13	Lines 13 Profile Sample	1217	 60	13	1.79	20	1	Line Profile Sample
